text,label,exp_split,Generated_Label
Im a boy but I still think girls r better than boys,0,test,0
Shut the fuk up you faget you're probably not even old enough to vote but you sure suck that California dick like it's going out of style fucking queer,1,test,1
I say build that wall. keep the rest out. Help the ones that are already here and been here.,0,test,0
HE IS BOY BUT WHY HE LIKE A GIRL,0,test,0
God help us Africans have mercy on us in the name of the son and the Holy spirit Amen,0,test,0
"Hugo, trump doesn't care about Latinos. They are people to be turned away from our border or put in cages.",0,test,1
All immigrants are trash this is a white country Trump 2020,1,test,1
"You know you have to be sick for thinking this woman deserved that. You really need professional mental help and a monthly check from the government. That woman/mother/sister/daughter was beaten and God only knows what else and all people can think about is some damned white privilege. Grow up, please.",0,test,1
She's delusional. Just like every other feminazis,1,test,1
Let's fix America by transforming it into Mexico. Sounds good right ? We need to get these anti American Congress women out of Congress and deport them to the country they really work for.,1,test,1
Have cursed this land with the blood of black people and still refusal to let his people go and repay what they owe,0,test,1
"If you don't speak ENGLISH you are a illegal imigrant. I will have police at farms, landscaping business,, construction jobs any where most illegal imigrant work. No welfare for you. Trump need to tell them we didn't you to our party! We got plenty good workers.",1,test,1
Always knew he would be gay,0,test,0
"On behalf of the lesbians, we love your raspy lesbian voice! Haha!",0,test,0
You should worry about your invisible unrealistic terrorist god Allah. Indians have enough to prosper more.,0,test,1
"""Bury the rag deep in your face For now's the time for your tears"". Another white man escapes the gavel of justice for killing a black person. Reparations are due.",0,test,1
More antics from the religion of peace thank God the uk is starting to wake up 🇬🇧,0,test,1
"Trump is not a racist. He has no love for his kindred people. He only concerns himself with African Americans, Hispanics and Israel, not to mention all the legal immigrants he want to come here from India to take jobs from American college graduates. I wish he was more concerned with his kindred people.",0,test,1
She is a piece of shit,1,test,1
Please demote her from Speaker of the House when Bernie or Elizabeth or Pete is elected (granted we still will have a House majority).,0,test,0
"Well at least there will be white people, never seen a spade time traveler before.",0,test,1
"Build the wall. Once bodies start piling up on the mexico side, people will get the drift and think twice about coming. How about the government take care of the homeless epidemic here in the U.S.? How about we stop allowing big corporations to have their holdings offshore and be tax exempt? How about we stop outsourcing manufacturing? How about the government come down like a hammer on mexico so mexico stops allowing these people to breeze through to the U.S. border?",0,test,1
spliffsperlunk What exactly do Americans pay for for undocumented immigrants? Besides putting them in detention centers when they're seeking asylum.,0,test,0
@Katherine Kelly I bet ur Christian lol,0,test,0
You're a crackhead racist piece of inbred sht,1,test,1
"Big Bully America, Constantly picking on Small Nations for War. Go and Shoot Down Wicked Israels Drones that are actually taking Lives Every Minute of EVERY Day. Go and Bully Russia, You won't because You KNOW that Russia would set a Gruesome Fire to Your Backside.",0,test,1
"stop being so lenient border patrols, we pay you to keep those assholes out of america shoot them with rubber bullets if u have to",1,test,1
The would to Africa I am black and proud,0,test,0
@Rajesh Kanungo  that women have to work together and still cant compare to men?,0,test,0
Just bomb those Iran fuckers there Trying to bully us !,1,test,1
"America - discovered by an Italian, named after an Italian, Anglos eternally btfo 😂😂",0,test,0
First you want the guy to go after him and now you bitch because he is wanting peace. You faggot left are simply retarded in every fucking way of the word lol. Keyboard heros LoL.,1,test,1
hey betoff your white ya effin doush,0,test,1
"That's because war is being waged on them by their own govt , own women , other white men , and a lot of non whites and globally. Who wouldnt be fucked in the head with this level of evil being allowed to be waged on them by even their own ancestors ? They are unable to defend themselves as a people , of course a lot of them are going to kill themselves if they know their govt is trying to.",0,test,1
It depends on the situation. Does the character HAVE to be white? Is it necessary for the story arch? If it is a representation of the diverse culture we live in would it be strange to see 98% white casting? Your question comes off as a bait and switch from a bad faith actor but assuming it's not you need to look at each situation as a case by case basis.,0,test,0
Wow .. I guess this is what Christianity is now .. do unto others before they do unto you !! shame .. shame .. shame.,0,test,0
A black transgender should portray Mulan! Im Protesting!,0,test,1
"Oh, I didnt know Jacob was Filipino.",0,test,0
America should vsnisgh from the earth. That would be cool. Just stay in your country. Please. Idiots,0,test,1
That's a good little JEW BOY!!,0,test,1
They are victims and need help as they are just weak helpless women who hate America and the U.S. Constitution.,0,test,1
Dick Noordzij  It was based upon GREED by caucasians. Barter and exchange existed before then,0,test,0
Please isolate USA from the rest of the world. The rest of world will not survive.,0,test,1
+ActsisMMLJ CorrectlyObeyed God is a faggot and you're a double-faggot.,1,test,1
Good to see Asian actors playing Asian characters .,0,test,0
"@ismail no one wants Africa look at all your young males dying in the ocean trying to flee to Europe. Ww3 has already started there when the first clan war started, you guys get machetes and just start killing each other just because you're different ethnicities 😂😂",1,test,1
The problem with this movie is the GIRL HEROS. GIRL HEROS are BORING to watch and not realistic because in real life there are no tough girls that can ever beat a man. The main audience for this movie is men. No guy wants to watch a girl PRETEND to be tough when every guy knows it's complete BULLSH&^!!! GIRL ACTION HEROS ARE STUPID!!!!! I WANT TO SEE ARNOLD IN BLACK LEATHER KICKING ASS AND TAKING NAMES NOT SOME M&M LOOKING GIRL CRAP!! RIPLEY WAS BORING AND WEAK!!,1,test,1
Burn this bitch down!,1,test,1
I like Music. England people are good at vocabulary.,0,test,0
clean communist South Africa and Nelson Mandela rainbow shithole turn South Africa twenty-five years now into the biggest shit hole in the world never trust a black race anywhere in the world according America.,0,test,1
May god punish but also forgive fornication that is unnatural senator. There may be place in heaven for all.,0,test,0
China destroyed Sihanoukville in Cambodia. Clean your shits in Cambodia you chinx motherfuckers,1,test,1
Everyone read the kalima and become a Muslim or you'll be bitten by snakes if your cristian or gassed to death if your a Jew. Please get out of other ridiculous religions,0,test,1
owesome and sexy voice from India,0,test,0
wdhy does the two kids look like ther asian???,0,test,0
This is how many people want them to do stereotype videos again ⬇️,0,test,0
This fucking lesbian make me sick,1,test,1
disgusting ass india country. i can not believe we let these dot head into our country,1,test,1
They hate Christianity because they know it's the truth!!!! Repent and accept Jesus Christ as your Lord and Savior. He died for your sins.. He is the ONLY way. These people are deceiving you all!!!!!!!!! They all worship satan.,0,test,1
Transgender Michael Michelle Obama make some phone calls. Next thing the criminal is let go. Hmmmmmmm,0,test,1
"These illegal invaders will turn Florida into a filthy 3rd world country. California, Texas, Nevada, New Mexico, Arizona  are far gone. That's why there sending them here. The biggest population of Latinos are in Miami, Florida. The Latino population is not all over Florida. There is a high number of whites, blacks population in Florida.",1,test,1
Star of Indian cricket team,0,test,0
Fuck muslins and that aoc bitch.,1,test,1
"+Uhlbelk i agree, but it wouldnt alter what i watch on youtube and TV, i can empathise with the LGBT community, but when i ask questions i dont get answers",0,test,0
"Outrage is here. Those 4 clowns are professional haters. They hate our people. They hate deeply our country. Stop playing stupid race and identity card. Nobody cares about them being women. Nobody cares about them being of color. Its about their insanity, their stupidity, their hatred, their lawlessness, the terror and the social order (or rather disorder) they represent and strive for.",0,test,1
"10,000 BC? There is no Christ in Westeroes.",0,test,0
"Those 4 BITCH'S needs to be pulled out in the streets and horse whipped, they are lowlife UNAMERICAN trash.",1,test,1
They should have made Mulan a black girl like the little mermaid,0,test,0
Another victim wannabe. Take it up with the whites who run the media since you believe that BS.,0,test,1
Why is Mulan not black? Please someone answer this question kindly:,0,test,0
Maybe I'm just being gay but she's adorable 💖💖,0,test,0
Israel is not America you sell out. We don't even have clean water in this country. Who made you the Nazi police of what Americans can say. We don't like what you say so send Melania and her chain immigrant parents to go back because we don't want them here.💰💰💰💰💰💰💰💰💰💰,0,test,1
"Iran will start talking or eat nuke fuel for breakfast. We don't need another unstable and militant revolutionary state playing in the nuke fuel cycle. Why start a Middle East Cold War style nuke arms race? If the world tolerates Iran staying in the nuke fuel cycle game ( the horrible ""deal"" the US walked away from) it will be just a matter of time before other states in the region do the same in order to deter Iran. Weapons of any type are a bad idea in the Middle East, there are too many fundamentalist religious disputes for a region of nuke martyrs.",0,test,1
"Antisemitism lost all it's meaning ,Not only Jews are Semite you know .",0,test,0
First you want the guy to go after him and now you bitch because he is wanting peace. You faggot left are simply retarded in every fucking way of the word lol. Keyboard heros LoL.,1,test,1
make it into a giant raft and float all of the radical muslims back to their respective shitholes. just an idea.,1,test,1
As an indian. I knew we would win. But great job to the lone white girl,0,test,0
"From the US - my grandma immigrated here from Britain. Good luck everyone, you guys don't need her!",0,test,0
AMERICANS MUST UNITE TO STOP ILLEGAL SCUMBAG BORDER CROSSERS AND UNITE TO HAVE THESE RESOURCE BLOOD SUCKERS DEPORTED,1,test,1
"kamu is a race baiting homo. And that fat cunt better carry vasoline, it will make it easier on her when a patriot stomps that fatass and sticks her weapons up her ass.",1,test,1
Why all these queer celebs doing collabs,0,test,0
"I know so many old nuts like this one, the only difference is that she is in a position of power. Get this delusional, crazy woman out.",0,test,1
Game was rigged from the start goy wake up. Americans genocided europeans in both world wars. More than any other race in the history of the world. All part of the plan. Enjoy your brown and black invaders. America died in the early 1900s. Your just propping up a dead corpse. Return to your roots white man. Or die and be forgotten.,1,test,1
This conversation is deceptively political. Remember. Martina was lesbian back in the 80s when it was very frowned upon. Why aren't we saying she's the GOAT of women's tennis,0,test,0
I like the way mrs. Harris came after him for being racist,0,test,0
Hopefully immigrants will shoot any ICE agent who shows up at their door.,0,test,1
These uneducated BJP IT cell people comments every vedio related to India 🤐🤐🤐,0,test,1
The labeling of Italians and Irish as white when they were widely considered undesirables came about because of labor disputes during the labor rights movement. It was a concession given to the Irish and Italians in order to divide the revolting working-class based on race and slow the labor movement.,0,test,0
She should be deported to her own homeland - Israel,0,test,1
"I listened, still doesn't justify it. Nothing justifies racism",0,test,0
"The guy is right, Cuomo adds content that is not there. Why the focus on racist. Nothing to do with it.",0,test,0
This coming from cowards who have allowed their country to become overrun with muslims? Doesn't really hold any weight,0,test,1
How dare Iran have a weapon and be able to to defend it's people.,0,test,1
No Respect For Parchi 0:31 Well Babar Azam😍😍😍 One Parchi Always A Parchi,0,test,1
Congratulations Pakistan.. Love from uganda,0,test,0
I hope they catch that piece of sh.t and this is why i urge all women to pack some heat.,1,test,1
Stop sending Messico aid money. Stop selling Messico anything made or grown in the US. Then Build The Wall and ignore them. With any luck they'll have a revolution and kill most of their population off!,1,test,1
Most of of the audience were women? because she didn't say anything about men,0,test,0
And why do we care about them they are immigrants go back home if you are hungry I can't afford to pay for y'all to eat I'm already paying for hella nights that wanna be on welfare,0,test,1
This coming from cowards who have allowed their country to become overrun with muslims? Doesn't really hold any weight,0,test,1
That baseball is racist. I'm trying to fit in with the mallenials this is how right hahaha,0,test,1
When white girls try to sing in spanish😂,0,test,0
"The Me Too movement is even back firing on women, because 60% of men don't want to mentor or work with women.",0,test,1
spliffsperlunk And they own your white asshole kids who love that black tarr heroin,0,test,1
"Deport all blacks ,Muslims ,gays and liberals ,, everything will be ok forever",1,test,1
Offset surrounded by gay niggas. Haha #offserforpridepresident,0,test,1
"I feel so naive that I never realized how many vile, hateful Americans there are!",0,test,1
Too bad he didnt hang them all. We wouldnt have this shit show terrorist country name Israel today,1,test,1
"The problem with Kamala isnt racial, its national-istic. Her mom is indian-american. Her dad is jamaican-american. NOT BLACK AMERICAN. NOT ADOS. She doesnt claim us. Thats the problem.",0,test,1
Yea you oppress my people from the south but dont mention the people from the north,0,test,1
"Deport 'em all, and build the wall.",1,test,1
the funny things Americanpigs celebrating their genocide as Thanksgiving for their evil god.,0,test,1
"INSHAALLAH New zealand will win this world cup England you, England wait & watch you'll just got shit on your home ground...",0,test,1
They should got a black girl to play mulan.,0,test,1
You religious lunatic lol of course they will triple applications Americans are morons they all think they're a Rambo types capable of great things as long as they have their trusty gun they too can jump on a submarine to recover lots of coke,0,test,1
"I know so many old nuts like this one, the only difference is that she is in a position of power. Get this delusional, crazy woman out.",0,test,1
"This has nothing to do with race. It's about keeping America safe, yet you have those that wants to destroy the United States of America. Even those that are from America. We're are supposed to protect America from foreign and domestic. This is proof. These are the worst days in America. If this keeps going on America will be no more.",0,test,1
stupid american debils we have better cgi and no feminazis,0,test,1
"Not all countries that the Asylum Seeker is passing through is an Asylum country. This is in violation of International Asylum laws and will be challenged in court. In the meantime, we continue to pay for people held in camps here and in Mexico with no end in sight.",0,test,0
She's an entitled lesbian. Rules don't apply to these morons in their heads.  Anyone who thinks AOC is not an idiot is seriously messed up in the head xD,0,test,1
If only your queen had the testicular fortitude Trump has Islam wouldn't be destroying your once great kingdom.,0,test,1
Send all of them back!,1,test,1
Max i usually agree wid u but ur an idiot fate of the universe u give it to gay fag boi AI ur trippin now i see y majority of people bad u up in the comments,1,test,1
"Lady Skeptic your response if precisely one of the problems with this community. He cited Fox News so some how it's not factual because of the source?  As I've stated this topic has to be open for discussion and presenting things that maybe insensitive to someone is not the problem of the presenter.  Are you going to tell me you don't have a problem with the trans woman MMA fighter who has been a man, a man with children for 30 years then one day jumps in an octagon and beats the shit out of a biological female? Is that okay with you?",0,test,1
"Well done trump, he shares same views as we English. We did NOT invite Muslims, Africans and all sorts here! your welcome to leave and go home! God bless amazing president trump for speaking open & honestly. And SHAME on the BBC and its biased crap, we English want a ban on BBC, we hate the BBC and its anti english, anti USA news. Remember BBC are people who had known pedophiles working for them many years, BBC are so far up Islams ass its unbelievable",0,test,1
"NUKE the islamic BASTARDS, then send an envoy to talk to them! Nothing works with these pig screwing bastards but PURE BRUTE FORCE!!!!!",1,test,1
I feel the prisoned sheep is gay. Cuz it has the gay flag colour,0,test,1
"But incels don't fuck prostitutes because they don't want a slut, they want a virgin asian girl who just turned 18 and who isn't ""ruined"" by the Chads",0,test,1
"The USA constantly prints money out of thin air, is that not manipulation? You whites are the biggest hypocrites of all!",0,test,1
What! Rich folk using their money and power to abuse women?,0,test,0
"White Evangelicals made deal with the devil, crucified their plastic Jesus on their used popsicle stick. Because family values?!",1,test,1
"Nice try at Bating, fucking faggot.",1,test,1
Filthy south african blacks are some of the most despicable creatures to crawl the face of the earth.,1,test,1
These 3 women are dumb worthless cts,1,test,1
Beating? More like she was being culturally enriched. Very bigoted and xenophobic. Sad,1,test,1
You must watch Karl Rocks video. you can see India there. In India we dont welcome white bullshits.!,0,test,1
So long suckers deport them all along with the Mexican loveing democrats.,0,test,1
"If you cannot send them back to their home country, send all of them to sanctuary cities.",0,test,1
This nigga needs to eat,0,test,1
Was it a white guy?,0,test,0
"Commentors to this post are mostly misogynistic, chauvinistic, vile, rude pigs !!!",0,test,1
I don't know homeboy a lot of girls with disagree I am like the Charlie Harper of Costa Rica and before you come with any racial b******* I have dual citizenship,0,test,0
No disrespect but Angelo is one fine strong black man.,0,test,0
Hey The Wall is going Up so get over it... 😂 😂.... the Killing of Young Americans is over... Mexicans bring the dope to sell to our young.... Killing are babies and replacing with theirs... Black Babies lives do matter.........Its the Black youngsters that's paying the price for open Borders.. You know it's true too.... You know you can't turn away from the True as Young ones are dying... The Wall is Going Up so get over it.... Thank you Mr Trump For standing tall for Americans and their families and friends.... God Bless America and to hell with the rest..... in God I trust...,0,test,1
AOC is a Puerto Rican of mostly Spanish descent. She isn't a woman of color. She's just a brunette.,0,test,1
"I knew Jacob Batalon is a Filipino, Like if you're Filipino Too. Pinoy here",0,test,0
this some sort of pride parade only the LGBT community take part in street parades,0,test,1
Just a bunch of cackling hens crazy Non American Bitchs,1,test,1
Yeah! Nazi illegals and their hateful Mexican flag.,0,test,1
"2 Thessalonians 1:8 In flaming 🔥 fire taking vengeance on them who do not know God, those who do not Obey the Gospel of our Lord Jesus Christ.",1,test,0
"Trump should go back to Europe and sort of the shit that's going on there like the war between Ukraine and Russia and Brexit mess and constant protest in France. He should leave the leading of the US to the Zionist Jews... oh wait he has, they all have.",0,test,1
Bye brown border barbarians!,1,test,1
"Genius level IQ and ""she black""",0,test,1
We need every illegal alien gang member in prison. Then deported.,0,test,1
Uganda will never be the same without Idi Amin,0,test,0
"The team which had most intresting matches in wc 2019 Pakistan no moments from them Against Afg , Nz, Aus, Eng that shows thier hatred and biasedness. I know india is a great team but forcedfully putting them in everything it just a game and i noticed since bcci has kicked his ass out from the commentary and after re hiring him he just become so biased towards because he knows if he criticize them the kick is waiting to bang on his tiny ass again so he became a ass liclee",0,test,1
Ima Indian dude. Predominantly hip hop listener...this song makes me appreciate the simple things in life that we Americans live by..,0,test,0
All i want to say is God thank you for Dr.king and all of the other people involve in the civil rights movement because before Dr.king legalize segregation existed but after Dr.king segregation was ended. IN OTHER WORDS BEFORE AND AFTER,0,test,0
"+Monkeyman Hamilton N u the one that said ""disrespect is funny cause neither one of u niggas is finna drop a location"" so wtf are u talking bout?? I gave yo clown ""i'm from Compton"" ass, what u asked for which is a DIRECT LOCATION. So, what u saying, pussy?? aint nobody bring up location's but U. again is u stupid??",1,test,1
Ik we all wanna see that big tated up nigga beat some ass,0,test,1
"Wow. What a dog and pony show. Next to none of these ""graduates"" were paying for their educations in the first place. These schools are so subsidized not to mention all the grants and free rides for having melanin. Not to mention the curriculum in these schools is so watered down a 1.5 gpa high school sophomore would breeze through them. I bet 85% of these students couldn't even multiply fractions. Way to teach them personal responsibiltiy and how to pay their debts. What a joke.",1,test,1
"Sandman 123 Only Anti - Semitic and bigoted statements from ""The Squad"" I guess",0,test,0
jaiden: shows of that she is a gamer every rule 34 neckbeard ever: HA YOU THINK YOUR A GAMER please use joke,0,test,0
I didn't know that jacob is a filipino,0,test,0
most of the time I just refer to a Nubian as brotha or sistah words carry energy,0,test,0
He was black bruh,0,test,0
"It's very clear the easiest way to get dumb white nationalists to vote for you or like you is to swear and belittle other races, and before you know it they'll be bent over calling you daddy, Trump although you're a puppet your the funniest and smart puppet so far hopefully you Jewish grandkids will be controlling these idiotic white nationalist in the future too 👍",0,test,1
Whos a filipino like 👇🏻,0,test,0
AmeriKKKa Western Jewdeo-Christian Zionist the Great Synagogue of Satan ISraHell. Turkey 🇹🇷 can shoot down ISraHells jerico missiles 😁 😁 😁,0,test,1
Honestly.. if there's one country we should take over due to danger it's Mexico.. they kill tens of millions compared to isis..,1,test,1
These girls are either proof that women aren't funny or they just give female comedians a bad name 👎🏻,0,test,1
white haired girl is crayzy,0,test,1
Parents no the dangers of coming I'd have to say that's on the parent point blank but at the same time the process does need to be sped up for most Hispanics except those in cartel of course .. most Mexicans our decent catholic people just like any other race there's bad apple in every race just like there are in family's,0,test,0
I think they really should be deported cause of their hatred for Caucasians.,0,test,1
Put them and the muslims all back in the middle east.,1,test,1
She has destroyed Germany with letting over a million muslims into the country. Of course they love her at the commie libtard brainwashing Harvard center,1,test,1
These women should be fired from their positions and exported,0,test,1
Bomb these iran fucks and be done with it,1,test,1
BRITISH PUTTING THE LIVES OF ITS ARM FORCES AT GREAT DANGER FOR GYPSY JEWS LIKE NETANYAHU,0,test,1
How many more years has mens leagues had to develop be encouraged & grow in popularity? Everyone puts down equal pay for better or equal work till it happens to you. Lets reverse the gender pay gap & see how you like it. Sorry USA Soccer Women's team breaks everything you said.,0,test,1
"OMG go home stay where you came from... All I see is a bunch of future inmates. America is full. American has too many people already. American need to take of care of Americans. Not everyone can move into another country and take over. And the parent dragging young children across many borders to get to American is child abuse, There must be a way to make their homeland liveable verse invading other countries...",0,test,1
Get out of my country? When did y'all buy the land of the United states? Illigal white immigrants stole this land from native Americans and mexicans the real owners of this land. FUCK TRUMP AND FUCK BALLS SUCKER BARR,0,test,1
We need to separate them all! They need to be deported!,0,test,1
"Isis they are not muslims, they are made of usa stop ur fucking shit 💩",0,test,1
Good you Americans are annoying asf. I Wish more Americans would die by the PHONE today,1,test,1
Why is anti semitism more important than racism? Why is it different? Is one group more special than everybody else?,0,test,0
Fuck stick man aint a man idiot,0,test,1
Who put the flag by that bunch of racist American haters,0,test,1
OliVitoProductions I just have done a lot research and feel I need to wake people up to jewish supremacy.,0,test,1
nobody cares what Hitler's offspring has to say. Germany should learn to stfu for a few centuries.,0,test,1
Here is a fair question you have to ask. How many homophobes in the 80s and 90s had gay friends and didn't know it? I'm not saying gay people and pedophile is the same. What I'm saying is there have been a whole lot of people in the past who were successfully able to hide their sexuality from the people around them.,0,test,0
She's a whore that got famous for sucking dick.,1,test,1
WTF did I just watch? This woman is useless.,0,test,1
"After watching this,I think Asian people are cute af.",0,test,0
Someone plz explain me why a lot of comment about Poland there Btw kiss from Poland,0,test,0
MCWDD you haven't missed much... Just a pack of hyenas cackling about how every white Aussie is wacist.... Except for themselves.... And then they all pat themselves on the back about how virtuous they all are...,1,test,1
Esau the so called white men will be hunted the children of Israel black and Brown Negro know as and the Bible and these last days,0,test,1
Omg she's tiny compared to him OMG ❤️,0,test,0
"Take the Neanderthal-pedos Down, F iran.",1,test,1
"Time for the somoli imagrent to be locked up for BREAKING OUR LAWS, CHARGE AND THEN DEPORT OMAR",0,test,1
"I always regret to be a yoruba man very useless tribe that cares not about the future they have changed the story, is she killed by armed robbers, unknown men or fulani herdsman.",0,test,1
@Phil M quite down now negro. COURT HAS 24 SLAMS STUPID NEGRO. Go check on google if you know how,1,test,1
You're Thai? You look fillipino,0,test,1
"@JARRYDTHEPAIN you are missing the underlining reason for the protests. This wasn't an issue brought up by her this is an issue brought up by the somali immigrants who are demanding time to ""pray"" and they are incapable of defending themselves or verbalizing their arguments so people like this lady create a front to give the idea that this is an issue about all workers being discriminated against when its just about somalis and one SJW. Unless you live in MInnesota you wouldn't understand.",0,test,1
Thugga gotta new boy friend lol 🤣🤣,0,test,0
"I've noticed that people with low empathy (and many conservatives frankly) can only process the world through specific examples of their own lives. So for instance all gay people are bad, until they have a relative who is gay breaking that ideology. It has to be a direct thing for them, which is maybe why Meghan always has to see things from her isolated view. That's why the ""other"" is always such an effective scare tactic for them. The only relevant things are what they can personally connect to.",0,test,0
"It's because you see white people very often, but asian people not that much. So when someone is mixed race, your mind see this person more of an asian because she has an unusual face. It would be the contrary in Asia, they would think she's more white because they don't see white faces as much as asian faces",0,test,0
"She's retarded, sure. But I'd def fuck her",1,test,1
you are a perfect example of why we should have never given woman the right to vote.,1,test,1
Remember that woman wernt allowed a vote and woman weren't allowed in politics and woman were not taken seriously in politics debate: these radical progressives give women a bad name! Deport omah and make sure aoc gets taken down in a huge scandal,0,test,1
"+MyJourni I feel great, I'm white",0,test,0
"It is interesting that he lives in a small town in Minnesota, yet he associates primarily with Negros. He reminds me of the typical boomer convervative, ""dems are the real racists"" claptrap.",0,test,1
BRIGHT SIDE hey US thanks for killing middle eastern people even they didn't ask for sleep!,1,test,1
"fucken mexicans, they need to learn to be human.",1,test,1
Everyone loves Ellen the lgbt+ qweeeennnn,0,test,0
The black folk in his own state don't even trust him,0,test,0
Rest in white supremacy hell!,0,test,1
"I don't believe the line of questioning about your move to cut your daughter's hair is rooted in malice. Possibly, if I may, as an African American woman for so long we thought our identity was rooted in our hair, for example the ""Good Hair"" complex. It stems from our horrible past as slaves, through Jim Crow and present day racism. No we are not our hair but we are always judged from head to toe.. Also, it was hard to watch Robin 2nd guess her decision to cut her hair. But I hope she maintains the level of confidence and pride you were cheering her on with in the video.",0,test,0
Its jews again ! MF! May god take these creatures away from us,1,test,1
Americans are so qiuck to condem foreign nationalies yet they letting their own criminals roam free....f that,0,test,1
"its 2019, NO one cares that you are gay. What else you got! What do you want on your tombstone, here is Wil he didnt amount to shit in life, but he sure was GAY!!!!!",0,test,1
Hugh Hefner and Larry Flynt are both Jews. Who would have thunk it.,0,test,1
Even if Mexico starts to help we should hit there pockets for all the past lack of doing nothing. Stick it to Mexico and let them cry until they conform 100%,1,test,1
Johnny is just acting like a stupid white male who thinks everything obeys him.,1,test,1
"Go back to Mexico Juan, you should be helping YOUR country. I'm not racist but i think your country needs more help than ours.",0,test,1
Answer is no. America has polluted all nations. Back home in croatia id say they are worse than american girls,1,test,0
"@BIG A That's a nice fake mustache you have there. Anything to convince others that you're not a fragile transgender, right? Is that how your kind of vapid logic goes? I don't think I've mastered your intellectually fraudulent craft yet. Help is appreciated. Thanks, fragile item.",0,test,1
"Women here have cause the most broken families, divorce, and domestic violence the world has ever seen. It has almost broken all family values and intelligence. We would lose WW2 today and would not be able to keep Hitler from destroying New Zealand and the world. So not good and not intelligent but the world will find out soon enough.",0,test,1
That mason kid is fag,1,test,1
Yess thank you president trump deport them all.,0,test,1
This is a hystorical migration we should show them mercy.If they cant do that they should not have them in prisons...why cant they send them back to mexico ..bus them back to mexico not to a facility.Buy some buses...,0,test,0
you are a jealous son of a bitch. fuck your who have more clicks and more subscriber. you are a human loser. fuck off your Winning in games. you are human trash...you need to get a vagina! you pussy instegator like eunuche/gaylord/woman. ninja´s be quit and move in silence but you are murican culture trash. you have to get punshed for your asshole behaivor.,0,test,1
"Fuck off with this liberal propaganda bullshit. ""OOH, LOOK AT ME, IM A MUSLIM SO THAT MAKES ME FUCKING SPECIAL"" Fuck off and die in hell.",1,test,1
"'t give a shit if you had your damned legs torn off in a farm shit spreader. Why the hell do you think I would want to converse with a gay assed demoncraper? Get a blind puppy, so he won't have to see how damned sissified his owner is if you want someone to blather at.or your husband.",1,test,1
Lol this is so insulting to Asian men. Not only do they look like women but they can't even defeat one.,1,test,1
That Pope is compromised and that baldy miget bastard Higgins is a closet Sodomite.... I wouldn't listen to either of the bought and paid for dirty Globalist pigs....🇮🇪 🇮🇪,1,test,1
Sounds to me like the American Christian Evangelicals have done sold there souls to the devil and worships the antichrist....Literally.,1,test,1
This nigga is fuckin retarded,1,test,1
+Charlotte theyre inferior because they cant reproduce themselves.  Im sure theyd fight for their bodies if they did.  They feel good knowing the govt wont confiscate their balls.,0,test,1
We need every illegal alien gang member in prison. Then deported.,0,test,1
"Exactly. 95% of abusers are male, but I think young girls are 4 times more likely to be abused, if I recall.",0,test,0
Feminists are female incels,0,test,1
@treyatl2006 my thing is this the powers that b will never put a real black person in power to help with real black problems never have never will all the real 1's get killed or no opportunity to do anything,0,test,1
This stupid rich leftist woman there is nothing she can do it is a remainer stunt it is in the power of the Queen she is way out of order my legal team and i who does she think she is just a black who speaks for no one only her self big headed bigot,0,test,1
Its those dirty mulattoes. Send them to their white family members and let them deal with them.,1,test,1
"America is a land of Evil, sodomy and pedophilia.",0,test,1
"Everything this worm of a women does is a set up or trap , she should go home to the rat hole she came from !",0,test,1
Her eyes are brown thats how i could tell she is black and white....thats how black ppl can easily tell between pure white and mix whites that passes as whites .....BUT ARE BLACK AT HEART...THE EYE COLOR TELLS IT ALL....HER MOM EYES WHERE DARK BROWN ..I KNEW SHE WAS MIXED,0,test,1
+Vanya Moiseyev and how many countries I'm the past 29 years said that just to have America invade break down their governments and economies shot in their toilets then leave come back to America and retire full pension. The test of their lives. But you won't have to worry about because you will never get to experience it but only from the other side being invaded so yeah we can bring it on we've been doing it for years it's not your turn yet,0,test,1
Scumo = fat useless christian cunt who only cares about his rich criminal mates,1,test,1
"ActsisMMLJ CorrectlyObeyed God doesn't exist, bitch. If he did? Let that bitch called Jesus get killed over and over again! Nasty subhuman religion.",1,test,1
Here in the arab world it's very common for a woman to be an engineer.. Literally all of my female cousins have degrees in engineering and I'm going to major engineering soon too,0,test,0
He sounds like a tranny,1,test,1
trump asked them to go back to where they came from and to fix the broken and crime infested places. Funny because that's what they're trying to do. Dump the orange clown turd.,0,test,1
Beautiful black family's showing a positive nature full of love and laughter nothing better in the world,0,test,0
Lol that faggot Calvin would crumble if you slapped his lankey ass. Calvin is one of the weakest bitch ass faggots on earth,1,test,1
Antifa is nothing but gays that sit around fingering each other in there assholes,1,test,1
Two black women did the work but they give her the spotlight .. but we know how America feels about us so it is what it is,0,test,1
"+Beezus C Hrist if you look anywhere on the map, predominantly Hispanic and black countries are poop holes.",1,test,1
+Kiki Melendez I don't know. Ask the middle easterners that they're gang raping and murdering. Dumbass,0,test,1
"To US tax payers: Free yourself from satanic jews before they ad another 10 trillion to your already 22 trillion debt, by sending you into a new war.",1,test,1
"We support president Trump and his tweets. If they are not happy, go back to your country.",0,test,1
Americans are the ass hole of this planet,0,test,1
"you should only be detained after a fair legal court hearing , The Saudi""s have shamed America but wait dollars dollars dollars",0,test,0
@Fresno Bob I'm sure you make your poor parents' lives living hell by you being some antifa twink without a job.,0,test,1
