,text,label,exp_split,ChatGPT Response
2183,Iranians are very intelligent. They dont want war. Hopefully theyll get rid of that ugly religious govt enslaving them all. But they need to do it to make it stick. Like we need to do our own revolution and reinforce seperation of church and state.,0,test,"{
  ""text"": ""Iranians are very intelligent. They dont want war. Hopefully theyll get rid of that ugly religious govt enslaving them all. But they need to do it to make it stick. Like we need to do our own revolution and reinforce seperation of church and state."",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": []
}"
2184,I'm proud of this! Nothing more than a little gay boy wanting attention anyway he could get it!,0,test,"{
  ""text"": ""I'm proud of this! Nothing more than a little gay boy wanting attention anyway he could get it!"",
  ""rationales"": [],
  ""derogatory_language"": [
    ""gay boy""
  ],
  ""cuss_words"": []
}"
2185,"Man overseas women are awesome all of Latin America,Mexico, All of or if not most of the countries in Asia are your best bet",0,test,"{
  ""text"": ""Man overseas women are awesome all of Latin America,Mexico, All of or if not most of the countries in Asia are your best bet"",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": []
}"
2186,"You four are an embarrassment to your nationality / your all daughters of Lucifer / sad... Smart people will reject your agenda, in great numbers",0,test,"{
  ""text"": ""You four are an embarrassment to your nationality / your all daughters of Lucifer / sad... Smart people will reject your agenda, in great numbers"",
  ""rationales"": [
    ""embarrassment to your nationality""
  ],
  ""derogatory_language"": [
    ""daughters of Lucifer""
  ],
  ""cuss_words"": []
}"
2187,The woman Muslim she's looking so cute ... music video difference,0,test,"{
  ""text"": ""The woman Muslim she's looking so cute ... music video difference"",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": []
}"
2188,"I cant tell if this is for furries or gays, but it's sure not for me.",0,test,"{
  ""text"": ""I cant tell if this is for furries or gays, but it's sure not for me."",
  ""rationales"": [],
  ""derogatory_language"": [
    ""furries"",
    ""gays""
  ],
  ""cuss_words"": []
}"
2189,She should call it quits,0,test,"{
  ""text"": ""She should call it quits"",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": []
}"
2190,Trump might us him to block illegals from crossing in,0,test,"{
  ""text"": ""Trump might us him to block illegals from crossing in"",
  ""rationales"": [
    ""illegals""
  ],
  ""derogatory_language"": [],
  ""cuss_words"": []
}"
2191,The girl with the two guys pissed me off with her fucking ugly bitch ass,0,test,"{
  ""text"": ""The girl with the two guys pissed me off with her fucking ugly bitch ass"",
  ""rationales"": [],
  ""derogatory_language"": [
    ""girl"",
    ""guys"",
    ""ugly"",
    ""bitch""
  ],
  ""cuss_words"": [
    ""fucking""
  ]
}"
2192,He sold his Christian soul to the devil.,0,test,"{
  ""text"": ""He sold his Christian soul to the devil."",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": []
}"
2193,I agree! All the black people saying the cop should be punished for this is disgusting.,0,test,"{
  ""text"": ""I agree! All the black people saying the cop should be punished for this is disgusting."",
  ""rationales"": [
    ""black people""
  ],
  ""derogatory_language"": [
    ""black""
  ],
  ""cuss_words"": []
}"
2194,@Mohamud Ahmed first off. Wow someone read my comment. Second off. Idk. It's like i do believe in God but also don't. And i guess i guess i don't want to part with Christianity cuz I still feel a connection to it. Not as big as others but... it's still there. And i guess that that is my way of being christian..... ''christian''... I am still working to know who i am lol,0,test,"{
  ""text"": ""@Mohamud Ahmed first off. Wow someone read my comment. Second off. Idk. It's like i do believe in God but also don't. And i guess i guess i don't want to part with Christianity cuz I still feel a connection to it. Not as big as others but... it's still there. And i guess that that is my way of being christian..... ''christian''... I am still working to know who i am lol"",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": []
}"
2195,IMPEACH ALL ISLAMIC FUNDAMENTALISTS IN OUR GOVERNMENT PRONTO!!!!!,0,test,"{
  ""text"": ""IMPEACH ALL ISLAMIC FUNDAMENTALISTS IN OUR GOVERNMENT PRONTO!!!!!"",
  ""rationales"": [
    ""Islamic fundamentalists""
  ],
  ""derogatory_language"": [
    ""Islamic""
  ],
  ""cuss_words"": []
}"
2196,"thats right u hate ameroca go get enslaved in somalia, n fatfcc talib go back to your fcn desert tent, aoc go get ur fcn tip cup ill shht in it",0,test,"{
  ""text"": ""thats right u hate ameroca go get enslaved in somalia, n fatfcc talib go back to your fcn desert tent, aoc go get ur fcn tip cup ill shht in it"",
  ""rationales"": [],
  ""derogatory_language"": [
    ""hate"",
    ""fatfcc"",
    ""talib"",
    ""desert"",
    ""aoc"",
    ""tip cup"",
    ""shht""
  ],
  ""cuss_words"": [
    ""fcn""
  ]
}"
2197,You dirty white people brought your diseases into my country years ago,1,test,"{
  ""text"": ""You dirty white people brought your diseases into my country years ago"",
  ""rationales"": [],
  ""derogatory_language"": [
    ""dirty white people""
  ],
  ""cuss_words"": []
}"
2198,"That's why there's so many sects of Christianity. The Bible says one thing and many people have many different interpretations. God says he loves all his children equally but it also says he doesn't love certain people? That's how people rationalize it. It doesn't make them wrong, but it also doesn't make you wrong because we're all taught differently.",0,test,"{
  ""text"": ""That's why there's so many sects of Christianity. The Bible says one thing and many people have many different interpretations. God says he loves all his children equally but it also says he doesn't love certain people? That's how people rationalize it. It doesn't make them wrong, but it also doesn't make you wrong because we're all taught differently."",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": []
}"
2199,Bye bye bye to all of them illegals illegal get them out. We don't want these leeches in Pennsylvania either run the bus straight to the Border dump them off,1,test,"{
  ""text"": ""Bye bye bye to all of them illegals illegal get them out. We don't want these leeches in Pennsylvania either run the bus straight to the Border dump them off"",
  ""rationales"": [],
  ""derogatory_language"": [
    ""illegals"",
    ""leeches""
  ],
  ""cuss_words"": []
}"
2200,+Jack Richardson Just because she is a woman and he said she is trash doesn't mean he is a misogynist you wimp. She is socialist scum. Go back to your mommies basement.,0,test,"{
  ""text"": ""+Jack Richardson Just because she is a woman and he said she is trash doesn't mean he is a misogynist you wimp. She is socialist scum. Go back to your mommies basement."",
  ""rationales"": [],
  ""derogatory_language"": [
    ""woman"",
    ""trash"",
    ""misogynist"",
    ""wimp"",
    ""scum"",
    ""mommies basement""
  ],
  ""cuss_words"": []
}"
2201,"Libtard self-hating unhappy women pretending. and falsely claiming to be ""religious conservative women"" replying to that article complaining about it's findings, it's so obvious",0,test,"{
  ""text"": ""Libtard self-hating unhappy women pretending. and falsely claiming to be \""religious conservative women\"" replying to that article complaining about it's findings, it's so obvious"",
  ""rationales"": [],
  ""derogatory_language"": [
    ""Libtard"",
    ""self-hating"",
    ""unhappy""
  ],
  ""cuss_words"": []
}"
2202,Each And Every Day People Are Getting Hip To Your Rhetoric. They Are 6 Six Other Continents That You and The Socialist 4 Four Can Live.  Please All Socialist Communist Can Leave Don't Forget The illegals....,0,test,"{
  ""text"": ""Each And Every Day People Are Getting Hip To Your Rhetoric. They Are 6 Six Other Continents That You and The Socialist 4 Four Can Live. Please All Socialist Communist Can Leave Don't Forget The illegals...."",
  ""rationales"": [],
  ""derogatory_language"": [
    ""illegals""
  ],
  ""cuss_words"": []
}"
2203,That's the last thing we need to be worrying about. I personally hope all Iranians get exterminated off the face of this earth.,1,test,"{
  ""text"": ""That's the last thing we need to be worrying about. I personally hope all Iranians get exterminated off the face of this earth."",
  ""rationales"": [],
  ""derogatory_language"": [
    ""Iranians""
  ],
  ""cuss_words"": []
}"
2204,India has won 1983 and 2011 world cup you dumbass kid,0,test,"{
  ""text"": ""India has won 1983 and 2011 world cup you dumbass kid"",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": [
    ""dumbass""
  ]
}"
2205,Why go to there? I hear there are all kinds of aliens on the Mexican border.,0,test,"{
  ""text"": ""Why go to there? I hear there are all kinds of aliens on the Mexican border."",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": []
}"
2206,get rid of all illegals! close our border and get rid of all traitors to We The People and our country!,1,test,"{
  ""text"": ""get rid of all illegals! close our border and get rid of all traitors to We The People and our country!"",
  ""rationales"": [
    ""illegals"",
    ""traitors""
  ],
  ""derogatory_language"": [],
  ""cuss_words"": []
}"
2207,"+Have you seen chef? jews are white people, idiot",0,test,"{
  ""text"": ""+Have you seen chef? jews are white people, idiot"",
  ""rationales"": [],
  ""derogatory_language"": [
    ""idiot""
  ],
  ""cuss_words"": []
}"
2208,"4 women, 3 years...... and he showed himself, in all his glory what he is. . "" show weakness '... A typical macho taunt by usually a man, who himself lacks spine, and used,to embarrass otherwise good men. Color not withstanding, the fact that 4 WOMEN took him to task is what kills him. How dare women ? YOU ARW THE BIGGEST RACIST",0,test,"{
  ""text"": ""4 women, 3 years...... and he showed himself, in all his glory what he is. . \"" show weakness '... A typical macho taunt by usually a man, who himself lacks spine, and used,to embarrass otherwise good men. Color not withstanding, the fact that 4 WOMEN took him to task is what kills him. How dare women ? YOU ARW THE BIGGEST RACIST"",
  ""rationales"": [
    ""4 women"",
    ""3 years"",
    ""him"",
    ""man"",
    ""good men"",
    ""women""
  ],
  ""derogatory_language"": [
    ""macho"",
    ""spine"",
    ""color"",
    ""women"",
    ""racist""
  ],
  ""cuss_words"": []
}"
2209,Deport all of them roaches and the diaper heads too.,1,test,"{
  ""text"": ""Deport all of them roaches and the diaper heads too."",
  ""rationales"": [],
  ""derogatory_language"": [
    ""roaches"",
    ""diaper heads""
  ],
  ""cuss_words"": []
}"
2210,Gross who fucked that ugly strongest woman in the world! 🤪🤮,0,test,"{
  ""text"": ""Gross who fucked that ugly strongest woman in the world! 🤪🤮"",
  ""rationales"": [],
  ""derogatory_language"": [
    ""ugly"",
    ""woman""
  ],
  ""cuss_words"": [
    ""fucked""
  ]
}"
2211,"But were acting like Jew Isreali and swindling money dont belong in the same sentence ... -- when we know that's exactly where they belong .. But she was a Gold Digger, so she got her sheckles swindled rightfully so...",0,test,"{
  ""text"": ""But were acting like Jew Isreali and swindling money dont belong in the same sentence ... -- when we know that's exactly where they belong .. But she was a Gold Digger, so she got her sheckles swindled rightfully so..."",
  ""rationales"": [],
  ""derogatory_language"": [
    ""Jew"",
    ""Isreali"",
    ""Gold Digger"",
    ""sheckles""
  ],
  ""cuss_words"": []
}"
2212,"Cowards Saudis knows very well that Iran is way too powerful and will roasts them like a chicken. They're playing under the USA dog's agenda and will get the entire middle East region under fire. Illitertates Saudis,",1,test,"{
  ""text"": ""Cowards Saudis knows very well that Iran is way too powerful and will roasts them like a chicken. They're playing under the USA dog's agenda and will get the entire middle East region under fire. Illitertates Saudis"",
  ""rationales"": [],
  ""derogatory_language"": [
    ""Cowards"",
    ""Illitertates"",
    ""Saudis""
  ],
  ""cuss_words"": []
}"
2213,Take em all to jail. CHARGE THEM . if illegal. DEPORT THEM,0,test,"{
  ""text"": ""Take em all to jail. CHARGE THEM . if illegal. DEPORT THEM"",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": []
}"
2214,buy him a home and give him a job. He's Muslim and deserves it.,0,test,"{
  ""text"": ""buy him a home and give him a job. He's Muslim and deserves it."",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": []
}"
2215,"Ethnic diversity is what makes our Armed forces and our Nation so strong, thanks for your service from a US ARMY Veteran with 23 years of service.",0,test,"{
  ""text"": ""Ethnic diversity is what makes our Armed forces and our Nation so strong, thanks for your service from a US ARMY Veteran with 23 years of service."",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": []
}"
2216,You know he Hispanic when he got Maria and the cross on his walls 🤣🤣,0,test,"{
  ""text"": ""You know he Hispanic when he got Maria and the cross on his walls 🤣🤣"",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": []
}"
2217,"Your society would be the end of humanity. Ironically and I say this as an immigrant to this wonderful nation, having visited 12 countries in the last 2 years, coming back from 16 days in paris, London, and Amsterdam on Sunday, that the reason why the 1st police force was forming in Philly was due to the criminal element the kids/orphans of the 1st wave of immigrants to America wereIn the words of Tupac, ""they say it's the white man I should fear but it's my kind doing all the killing here"". You all seem to like to blame everyone else. .",1,test,"{
  ""text"": ""Your society would be the end of humanity. Ironically and I say this as an immigrant to this wonderful nation, having visited 12 countries in the last 2 years, coming back from 16 days in paris, London, and Amsterdam on Sunday, that the reason why the 1st police force was forming in Philly was due to the criminal element the kids/orphans of the 1st wave of immigrants to America wereIn the words of Tupac, \""they say it's the white man I should fear but it's my kind doing all the killing here\"". You all seem to like to blame everyone else."",
  ""rationales"": [
    ""1st wave of immigrants to America""
  ],
  ""derogatory_language"": [
    ""white man""
  ],
  ""cuss_words"": []
}"
2218,Trash ! This bitch is garbage,0,test,"{
  ""text"": ""Trash ! This bitch is garbage"",
  ""rationales"": [],
  ""derogatory_language"": [
    ""bitch""
  ],
  ""cuss_words"": [
    ""trash"",
    ""garbage""
  ]
}"
2219,It would be beyond gratifying to have the factual words of 4 minority women lead to the demise of occupant # 45. Appropriate.,0,test,"{
  ""text"": ""It would be beyond gratifying to have the factual words of 4 minority women lead to the demise of occupant # 45. Appropriate."",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": []
}"
2220,His feet was lil ass he'll gay ass nigga,1,test,"{
  ""text"": ""His feet was lil ass he'll gay ass nigga"",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": [
    ""ass"",
    ""gay"",
    ""nigga""
  ]
}"
2221,Lonzo better smash girl in the white she throwing that lob of pussy straight at him,0,test,"{
  ""text"": ""Lonzo better smash girl in the white she throwing that lob of pussy straight at him"",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": [
    ""pussy""
  ]
}"
2222,Stephen A. Has long been a guy? Wtf? When was he a woman?!,0,test,"{
  ""text"": ""Stephen A. Has long been a guy? Wtf? When was he a woman?!"",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": [
    ""Wtf""
  ]
}"
2223,We ate all illegal people so fuck you,1,test,"{
  ""text"": ""We ate all illegal people so fuck you"",
  ""rationales"": [
    ""illegal people""
  ],
  ""derogatory_language"": [],
  ""cuss_words"": [
    ""fuck""
  ]
}"
2224,"@Infernodotdash Exactly,most hate for the jews is jealousy driven,they are hated for their success.",0,test,"{
  ""text"": ""Exactly,most hate for the jews is jealousy driven,they are hated for their success."",
  ""rationales"": [
    ""hate for the jews"",
    ""jealousy driven"",
    ""hated for their success""
  ],
  ""derogatory_language"": [],
  ""cuss_words"": []
}"
2225,New Zealand. We Pakistani love you💕. Your Prime Minister is great lady. Love Respect from Arab.,0,test,"{
  ""text"": ""New Zealand. We Pakistani love you💕. Your Prime Minister is great lady. Love Respect from Arab."",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": []
}"
2226,She doesn't want to have sex with him. She had sex with someone else.,0,test,"{
  ""text"": ""She doesn't want to have sex with him. She had sex with someone else."",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": []
}"
2227,Can you stop being a dumb nigga you crackbaby ? Smh,1,test,"{
  ""text"": ""Can you stop being a dumb nigga you crackbaby ? Smh"",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": [
    ""nigga"",
    ""crackbaby""
  ]
}"
2228,+Jancy Varghese you shit eating stinky Indian scumbag. Go and fuck your sister.,1,test,"{
  ""text"": ""+Jancy Varghese you shit eating stinky Indian scumbag. Go and fuck your sister."",
  ""rationales"": [],
  ""derogatory_language"": [
    ""shit eating"",
    ""stinky"",
    ""Indian"",
    ""scumbag""
  ],
  ""cuss_words"": [
    ""fuck""
  ]
}"
2229,She's fuckin retarded.,1,test,"{
  ""text"": ""She's fuckin retarded."",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": [
    ""fuckin""
  ]
}"
2230,"thanks these vidios help me with my ptsd , police vidios are depressing watching police brutality , on black persons ,",0,test,"{
  ""text"": ""thanks these vidios help me with my ptsd , police vidios are depressing watching police brutality , on black persons"",
  ""rationales"": [
    ""police brutality"",
    ""black persons""
  ],
  ""derogatory_language"": [],
  ""cuss_words"": []
}"
2231,"@Elliot Make it look easy, LMAO. US was bitch slapped by undearaged peasants in Vietnam and is about to be kicked out of Afghanistan by illiterates armed with AK47s. One wrong move and entire middle east will burn including your precious Shitrael.",1,test,"{
  ""text"": ""US was bitch slapped by undearaged peasants in Vietnam and is about to be kicked out of Afghanistan by illiterates armed with AK47s. One wrong move and entire middle east will burn including your precious Shitrael."",
  ""rationales"": [
    ""US"",
    ""Vietnam"",
    ""Afghanistan"",
    ""middle east"",
    ""Shitrael""
  ],
  ""derogatory_language"": [
    ""bitch"",
    ""undearaged"",
    ""illiterates"",
    ""Shitrael""
  ],
  ""cuss_words"": [
    ""LMAO""
  ]
}"
2232,white'E Devil Racist supremacist Edomite what you expect from a $5 Indian!,1,test,"{
  ""text"": ""white'E Devil Racist supremacist Edomite what you expect from a $5 Indian!"",
  ""rationales"": [],
  ""derogatory_language"": [
    ""white'E Devil"",
    ""Racist supremacist"",
    ""Edomite"",
    ""$5 Indian""
  ],
  ""cuss_words"": []
}"
2233,"Kalefat Muhumud no God will punish your people, stupid...",0,test,"{
  ""text"": ""Kalefat Muhumud no God will punish your people, stupid..."",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": [
    ""stupid""
  ]
}"
2234,I bet it was all those people praying to the wrong God at Manhattanhedge this morning.,0,test,"{
  ""text"": ""I bet it was all those people praying to the wrong God at Manhattanhedge this morning."",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": []
}"
2235,Fuck you go die you fucking bitch ugly ass bitch,1,test,"{
  ""text"": ""Fuck you go die you fucking bitch ugly ass bitch"",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": [
    ""fuck"",
    ""bitch""
  ]
}"
2236,I m sure your Mother is a man too...I m sure you are miserable in real life Embecile,0,test,"{
  ""text"": ""I m sure your Mother is a man too...I m sure you are miserable in real life Embecile"",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": [
    ""Embecile""
  ]
}"
2237,"Give each one of them AR-15 with enough bullets and send them back home to start their own revolution. Let them fight their own governments, fight your own battles and stop complaining about being mistreated here in the US. Bunch of cowards running away instead of defending their freedom.",0,test,"{
  ""text"": ""Give each one of them AR-15 with enough bullets and send them back home to start their own revolution. Let them fight their own governments, fight your own battles and stop complaining about being mistreated here in the US. Bunch of cowards running away instead of defending their freedom."",
  ""rationales"": [],
  ""derogatory_language"": [
    ""cowards""
  ],
  ""cuss_words"": []
}"
2238,"ActsisMMLJ CorrectlyObeyed what do u mean ""back home""😂😂 little prick I'm American. And my name isn't Jose. Watch it or I'll enslave you and your mother and make her suck my balls while you watch.",1,test,"{
  ""text"": ""ActsisMMLJ CorrectlyObeyed what do u mean \""back home\""😂😂 little prick I'm American. And my name isn't Jose. Watch it or I'll enslave you and your mother and make her suck my balls while you watch."",
  ""rationales"": [],
  ""derogatory_language"": [
    ""prick"",
    ""Jose""
  ],
  ""cuss_words"": [
    ""balls""
  ]
}"
2239,people always bug me when i say i'm mormon and they're like  uhhh so you're not christian  yes i am christian its just a different religion and different way of doing it,0,test,"{
  ""text"": ""people always bug me when i say i'm mormon and they're like uhhh so you're not christian yes i am christian its just a different religion and different way of doing it"",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": []
}"
2240,+ngichuru3 nigga I dropped a full addy with a number I'm waiting on a response u dropped a city and calling niggas bums is funny asf,0,test,"{
  ""text"": ""+ngichuru3 nigga I dropped a full addy with a number I'm waiting on a response u dropped a city and calling niggas bums is funny asf"",
  ""rationales"": [],
  ""derogatory_language"": [
    ""nigga"",
    ""niggas""
  ],
  ""cuss_words"": [
    ""asf""
  ]
}"
2241,@Mr. Pink No. She turned herself in lawfully to the immigration officials waiting in the detention center with her daughter so that could be legally proceed and have her case be heard in front of a judge. Something the media doesn't show because we look to close and can't see the bigger picture.,0,test,"{
  ""text"": ""@Mr. Pink No. She turned herself in lawfully to the immigration officials waiting in the detention center with her daughter so that could be legally proceed and have her case be heard in front of a judge. Something the media doesn't show because we look to close and can't see the bigger picture."",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": []
}"
2242,Should have left them in Africa.,1,test,"{
  ""text"": ""Should have left them in Africa."",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": []
}"
2243,"@I'm gone you're so f*cking stupid like those republic*nts. Its funny how christians thinks that abortion is about ""murdering"" a lifeless fetus cell while in reality millions of children are dying of persecution, rape, child abused, and war coming from third world countries. Think before you post sh*t, you idiot wanker twat!! 😒",0,test,"{
  ""text"": ""@I'm gone you're so f*cking stupid like those republic*nts. Its funny how christians thinks that abortion is about \""murdering\"" a lifeless fetus cell while in reality millions of children are dying of persecution, rape, child abused, and war coming from third world countries. Think before you post sh*t, you idiot wanker twat!! 😒"",
  ""rationales"": [],
  ""derogatory_language"": [
    ""stupid"",
    ""republic*nts"",
    ""idiot"",
    ""wanker"",
    ""twat""
  ],
  ""cuss_words"": [
    ""f*cking"",
    ""sh*t""
  ]
}"
2244,"Germany doesn't want ""diplomacy "" they want to give Iran everything they are asking for because they are like scared little kittens, now that they have given their country over to Muslim immigrants.",0,test,"{
  ""text"": ""Germany doesn't want \""diplomacy \"" they want to give Iran everything they are asking for because they are like scared little kittens, now that they have given their country over to Muslim immigrants."",
  ""rationales"": [],
  ""derogatory_language"": [
    ""Muslim immigrants""
  ],
  ""cuss_words"": []
}"
2245,Cool yeah let's just be barbaric and just as horrible as ISIS and execute them for something that hasn't been proved you stupid conspiracy theorist,0,test,"{
  ""text"": ""Cool yeah let's just be barbaric and just as horrible as ISIS and execute them for something that hasn't been proved you stupid conspiracy theorist"",
  ""rationales"": [],
  ""derogatory_language"": [
    ""stupid""
  ],
  ""cuss_words"": []
}"
2246,Couldn't have happened to nastier batch of broads!,1,test,"{
  ""text"": ""Couldn't have happened to nastier batch of broads!"",
  ""rationales"": [],
  ""derogatory_language"": [
    ""broads""
  ],
  ""cuss_words"": []
}"
2247,Throw those p.o.s back across the border.,0,test,"{
  ""text"": ""Throw those p.o.s back across the border."",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": [
    ""p.o.s""
  ]
}"
2248,"@DaRealPeezyDBM Get thatdick out of your ass, you crackhead retardbitch. Go get arrested for pedophilia again.",0,test,"{
  ""text"": ""@DaRealPeezyDBM Get thatdick out of your ass, you crackhead retardbitch. Go get arrested for pedophilia again."",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": [
    ""dick"",
    ""ass"",
    ""crackhead"",
    ""retard"",
    ""bitch""
  ]
}"
2249,Sure they have a right to be with their mother. They're more than welcome to live with her in her country of origin but not in the US because she has no rights in this country as an illegal noncitizen.,0,test,"{
  ""text"": ""Sure they have a right to be with their mother. They're more than welcome to live with her in her country of origin but not in the US because she has no rights in this country as an illegal noncitizen."",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": []
}"
2250,"Actually there are 3 genders not 30. Male, Female, and Confused.",0,test,"{
  ""text"": ""Actually there are 3 genders not 30. Male, Female, and Confused."",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": []
}"
2251,"Statistical FACT , more physical violence in lesbian relationships than ANY other and that MOM .. what a weak ass parent.... weak, and... where is the father????",1,test,"{
  ""text"": ""Statistical FACT , more physical violence in lesbian relationships than ANY other and that MOM .. what a weak ass parent.... weak, and... where is the father????"",
  ""rationales"": [],
  ""derogatory_language"": [
    ""weak ass"",
    ""weak""
  ],
  ""cuss_words"": []
}"
2252,na7 mother fucka I aint white so you can shut up ratsit bitch,0,test,"{
  ""text"": ""na7 mother fucka I aint white so you can shut up ratsit bitch"",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": [
    ""na7"",
    ""mother fucka"",
    ""ratsit"",
    ""bitch""
  ]
}"
2253,"@Cristian Seitz her parents and sister too. 🤔 Strangely they became citizens via chain migration And her via Eisten visa, which I am sure hers was obtain via fraud. *Anyone can search, what should be the qualifications for that visa, and she doesn't have any of those*",0,test,"{
  ""text"": ""@Cristian Seitz her parents and sister too. 🤔 Strangely they became citizens via chain migration And her via Eisten visa, which I am sure hers was obtain via fraud. *Anyone can search, what should be the qualifications for that visa, and she doesn't have any of those*"",
  ""rationales"": [
    ""Cristian Seitz"",
    ""her parents"",
    ""her sister""
  ],
  ""derogatory_language"": [],
  ""cuss_words"": []
}"
2254,@Mark S better or more like equal both equally evil. romans still being romans. europeans are the devil,0,test,"{
  ""text"": ""@Mark S better or more like equal both equally evil. romans still being romans. europeans are the devil"",
  ""rationales"": [],
  ""derogatory_language"": [
    ""devil""
  ],
  ""cuss_words"": []
}"
2255,"Because 1/7th of the earth are Indians, plus the economy there is fucked",0,test,"{
  ""text"": ""Because 1/7th of the earth are Indians, plus the economy there is fucked"",
  ""rationales"": [
    ""Indians""
  ],
  ""derogatory_language"": [],
  ""cuss_words"": [
    ""fucked""
  ]
}"
2256,The problem with the 1st is that the girls are hella sexist 😑,0,test,"{
  ""text"": ""The problem with the 1st is that the girls are hella sexist 😑"",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": [
    ""hella""
  ]
}"
2257,This gay ass blood is gay,0,test,"{
  ""text"": ""This gay ass blood is gay"",
  ""rationales"": [],
  ""derogatory_language"": [
    ""gay""
  ],
  ""cuss_words"": [
    ""ass""
  ]
}"
2258,i love how she included muslim women in her new mv. we stan a true queen.,0,test,"{
  ""text"": ""i love how she included muslim women in her new mv. we stan a true queen."",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": []
}"
2259,"Okay, Jidhadists, this is a one time amnesty offer, go to Cali, the sunshine sanctuary state and send the Dems to the everloving arms of Mohammed. The Dems love pedophiles so it's a win win for all concerned, just think of those 72 virgins awaiting you and Joe Biden in the afterlife.",1,test,"{
  ""text"": ""Okay, Jidhadists, this is a one time amnesty offer, go to Cali, the sunshine sanctuary state and send the Dems to the everloving arms of Mohammed. The Dems love pedophiles so it's a win win for all concerned, just think of those 72 virgins awaiting you and Joe Biden in the afterlife."",
  ""rationales"": [],
  ""derogatory_language"": [
    ""Jidhadists"",
    ""Dems"",
    ""pedophiles""
  ],
  ""cuss_words"": []
}"
2260,Another fecking chick flick,0,test,"{
  ""text"": ""Another fecking chick flick"",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": [
    ""fecking""
  ]
}"
2261,well why would u colonize a country almost annihilate the original inhabitants and then bring over another people to work the land ..thus laying the foundation for your financial and then military power and then annex even more land that isnt yours (mexico) and THEN tell everyone else if 'Why would you immigrate to a country and then have nothing but negative things to say about it and its people' ? if thats not racist then its a serious colonizer mentality right there...,0,test,"{
  ""text"": ""well why would u colonize a country almost annihilate the original inhabitants and then bring over another people to work the land ..thus laying the foundation for your financial and then military power and then annex even more land that isnt yours (mexico) and THEN tell everyone else if 'Why would you immigrate to a country and then have nothing but negative things to say about it and its people' ? if thats not racist then its a serious colonizer mentality right there..."",
  ""rationales"": [
    ""colonize a country"",
    ""annihilate the original inhabitants"",
    ""bring over another people to work the land"",
    ""laying the foundation for your financial and then military power"",
    ""annex even more land that isnt yours (mexico)"",
    ""tell everyone else if 'Why would you immigrate to a country and then have nothing but negative things to say about it and its people'"",
    ""racist"",
    ""serious colonizer mentality""
  ],
  ""derogatory_language"": [],
  ""cuss_words"": []
}"
2262,Still cant belive jaden is gay asf😭this js want the illuminati does to you💀,0,test,"{
  ""text"": ""Still cant belive jaden is gay asf😭this js want the illuminati does to you💀"",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": [
    ""gay"",
    ""asf"",
    ""js"",
    ""illuminati""
  ]
}"
