text,label,exp_split,ChatGPT Response
I just want some dick 😩but who can provide that and lay it down on me the right way 👀👀👀👀 I just wanna feel the pleasure 😕 #comegetit #fuckmeright #squirt #solo #fuck #pussy #masterbate #fingering #facetimeshow #meetups #dickrates URL,0,test,"{
  ""text"": ""I just want some dick 😩but who can provide that and lay it down on me the right way 👀👀👀👀 I just wanna feel the pleasure 😕 #comegetit #fuckmeright #squirt #solo #fuck #pussy #masterbate #fingering #facetimeshow #meetups #dickrates URL"",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": [
    ""fuck"",
    ""pussy""
  ]
}"
#WhenTheySeeUs lol black kids should know the law and know the system. These kids parents failed them.,0,test,"{
  ""text"": ""#WhenTheySeeUs lol black kids should know the law and know the system. These kids parents failed them."",
  ""rationales"": [],
  ""derogatory_language"": [
    ""black""
  ],
  ""cuss_words"": []
}"
@FraserNelson I don't think the problem is not Hostility to Islam .. the problem is Islam's hostility to the west,0,test,"{
  ""text"": ""@FraserNelson I don't think the problem is not Hostility to Islam .. the problem is Islam's hostility to the west"",
  ""rationales"": [
    ""Hostility to Islam"",
    ""Islam's hostility to the west""
  ],
  ""derogatory_language"": [],
  ""cuss_words"": []
}"
@berthadalziel Yes I hope her cognitive dissonance gets better soon bc she is throwing lesbians under the bus to be 'cool',0,test,"{
  ""text"": ""@berthadalziel Yes I hope her cognitive dissonance gets better soon bc she is throwing lesbians under the bus to be 'cool'"",
  ""rationales"": [
    ""throwing lesbians under the bus""
  ],
  ""derogatory_language"": [],
  ""cuss_words"": []
}"
please be my homosexual remover — I will remove ALL the homos URL,1,test,"{
  ""text"": ""please be my homosexual remover — I will remove ALL the homos URL"",
  ""rationales"": [],
  ""derogatory_language"": [
    ""homosexual"",
    ""homos""
  ],
  ""cuss_words"": []
}"
@BeatrizVNews @DLoesch Of course the laughing and suggestion of shooting immigrants at a rally is disgusting. I never brought that up nor would I Bea but lashing out and continuous threats do nothing for society except lengthen a model for life filled with hate & anger. You know there's only 1 answer,0,test,"{
  ""text"": ""@BeatrizVNews @DLoesch Of course the laughing and suggestion of shooting immigrants at a rally is disgusting. I never brought that up nor would I Bea but lashing out and continuous threats do nothing for society except lengthen a model for life filled with hate & anger. You know there's only 1 answer"",
  ""rationales"": [
    ""shooting immigrants"",
    ""continuous threats"",
    ""life filled with hate & anger""
  ],
  ""derogatory_language"": [],
  ""cuss_words"": []
}"
I say abolish muslims and illegals out of this country,0,test,"{
  ""text"": ""I say abolish muslims and illegals out of this country"",
  ""rationales"": [],
  ""derogatory_language"": [
    ""muslims"",
    ""illegals""
  ],
  ""cuss_words"": []
}"
@GKeile @Furball42869140 @ILMFOrg @RashidaTlaib this is what terrorism looks like you dumb bitch! getting called a few names? put on your big girl panties! grow up! URL,1,test,"{
  ""text"": ""@GKeile @Furball42869140 @ILMFOrg @RashidaTlaib this is what terrorism looks like you dumb bitch! getting called a few names? put on your big girl panties! grow up! URL"",
  ""rationales"": [],
  ""derogatory_language"": [
    ""dumb bitch""
  ],
  ""cuss_words"": [
    ""bitch""
  ]
}"
@VABlueBelle18 Is that the president of the Incel club?,0,test,"{
  ""text"": ""@VABlueBelle18 Is that the president of the Incel club?"",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": [
    ""Incel""
  ]
}"
Question: Would @realDonaldTrump's response have been different if the #ElPaso shooter had been a Mexican or a Muslim?,0,test,"{
  ""text"": ""Would @realDonaldTrump's response have been different if the #ElPaso shooter had been a Mexican or a Muslim?"",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": []
}"
"@IlhanMN No, only you your crew and illegals",0,test,"{
  ""text"": ""@IlhanMN No, only you your crew and illegals"",
  ""rationales"": [
    ""IlhanMN"",
    ""crew"",
    ""illegals""
  ],
  ""derogatory_language"": [],
  ""cuss_words"": []
}"
@moronhumor @one_by_two Like there is a Rahu in every Rahul,0,test,"{
  ""text"": ""@moronhumor @one_by_two Like there is a Rahu in every Rahul"",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": []
}"
@AussieLoot @CatFNBR @RonnieNau @TOP_FaxFox @jarkos @x2twinsTwitch @snowFNBR fuck u faggot,1,test,"{
  ""text"": ""@AussieLoot @CatFNBR @RonnieNau @TOP_FaxFox @jarkos @x2twinsTwitch @snowFNBR fuck u faggot"",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": [
    ""fuck"",
    ""faggot""
  ]
}"
@damnitjeremyy niggas took they shit,0,test,"{
  ""text"": ""@damnitjeremyy niggas took they shit"",
  ""rationales"": [],
  ""derogatory_language"": [
    ""niggas""
  ],
  ""cuss_words"": []
}"
we live in a society where so many people tell us we're delusional for being trans. I have a supportive family and even they say that I should really question myself whether I want to transition. we're being made unsure at every turn. it's not your fault you have doubts.,0,test,"{
  ""text"": ""we live in a society where so many people tell us we're delusional for being trans. I have a supportive family and even they say that I should really question myself whether I want to transition. we're being made unsure at every turn. it's not your fault you have doubts."",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": []
}"
Bitch I'm busy baby go and suck another cock 🔥 URL,0,test,"{
  ""text"": ""Bitch I'm busy baby go and suck another cock 🔥 URL"",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": [
    ""Bitch"",
    ""suck"",
    ""cock""
  ]
}"
@Gloris08833632 @mel_faith1 Now imagine this kind of savagery multiplied by 10 Muslim immigrants taking out their anger on hapless citizens. Who could stop them besides armed people? Civilization is but a thin veneer over our brutal instincts.,0,test,"{
  ""text"": ""@Gloris08833632 @mel_faith1 Now imagine this kind of savagery multiplied by 10 Muslim immigrants taking out their anger on hapless citizens. Who could stop them besides armed people? Civilization is but a thin veneer over our brutal instincts."",
  ""rationales"": [
    ""Muslim immigrants"",
    ""hapless citizens""
  ],
  ""derogatory_language"": [
    ""Muslim""
  ],
  ""cuss_words"": []
}"
Hundreds of French speaking migrants from the Congo flood the San Antonio area seeking asylum. The city is not prepared to handle the influx.  URL URL,0,test,"{
  ""text"": ""Hundreds of French speaking migrants from the Congo flood the San Antonio area seeking asylum. The city is not prepared to handle the influx.  URL URL"",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": []
}"
White people shun all illegal immigrants because of the few that are criminals. Yet they expect everyone to look at the bigger picture when it comes to all the white mass shooters. Republicans only gaf about mental illness when it's a cope out for white mass shooters,1,test,"{
  ""text"": ""White people shun all illegal immigrants because of the few that are criminals. Yet they expect everyone to look at the bigger picture when it comes to all the white mass shooters. Republicans only gaf about mental illness when it's a cope out for white mass shooters"",
  ""rationales"": [],
  ""derogatory_language"": [
    ""White people"",
    ""illegal immigrants"",
    ""white mass shooters"",
    ""Republicans""
  ],
  ""cuss_words"": []
}"
Shordy a say she crazy but she really just retarded,0,test,"{
  ""text"": ""Shordy a say she crazy but she really just retarded"",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": [
    ""retarded""
  ]
}"
"I pray you niggas grow a pair of balls and stop making everything gay, fucking weirdos",1,test,"{
  ""text"": ""I pray you niggas grow a pair of balls and stop making everything gay, fucking weirdos"",
  ""rationales"": [],
  ""derogatory_language"": [
    ""niggas"",
    ""gay"",
    ""fucking"",
    ""weirdos""
  ],
  ""cuss_words"": [
    ""fucking""
  ]
}"
@bprerna U better marry ISIS people and be sex slaves for them people like u deserve that.,1,test,"{
  ""text"": ""@bprerna U better marry ISIS people and be sex slaves for them people like u deserve that."",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": [
    ""U"",
    ""ISIS""
  ]
}"
@derek_mafs White liberals are the worst!,0,test,"{
  ""text"": ""@derek_mafs White liberals are the worst!"",
  ""rationales"": [],
  ""derogatory_language"": [
    ""White liberals""
  ],
  ""cuss_words"": []
}"
white women love being in our shit LMAOOOOOOOOOOO URL,0,test,"{
  ""text"": ""white women love being in our shit LMAOOOOOOOOOOO URL"",
  ""rationales"": [],
  ""derogatory_language"": [
    ""white women""
  ],
  ""cuss_words"": [
    ""LMAOOOOOOOOOOO""
  ]
}"
if there's anything i hate more is a dude who tryna get with my bitches too.. that's foul you disgusting ass piece of shit.. have some fucking class jesus christ,1,test,"{
  ""text"": ""if there's anything i hate more is a dude who tryna get with my bitches too.. that's foul you disgusting ass piece of shit.. have some fucking class jesus christ"",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": [
    ""ass"",
    ""shit"",
    ""fucking""
  ]
}"
"The Mexican cartels are murdering a record number of Mexicans, as well as Americans by directing transnational gangs in places like Chicago, and then of course, the fentanyl. So maybe the Mexican gov't ought to sit this one out.",0,test,"{
  ""text"": ""The Mexican cartels are murdering a record number of Mexicans, as well as Americans by directing transnational gangs in places like Chicago, and then of course, the fentanyl. So maybe the Mexican gov't ought to sit this one out."",
  ""rationales"": [
    ""Mexican cartels"",
    ""transnational gangs"",
    ""Mexican gov't""
  ],
  ""derogatory_language"": [
    ""Mexican""
  ],
  ""cuss_words"": []
}"
"@nathancurrell @vickyveritas Are you upset she, nor any other woman will have sex with you? Go back into your mother's basement, and cry alone.",0,test,"{
  ""text"": ""@nathancurrell @vickyveritas Are you upset she, nor any other woman will have sex with you? Go back into your mother's basement, and cry alone."",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": [
    ""sex"",
    ""mother's basement"",
    ""cry""
  ]
}"
"@Eedwardsellis @KikiAdine @TheDemocrats  CELEBRATE AS OLD WHITE MEN LOOSE THEIR POWER TO WOMEN.  WOMEN SUPPORTING WOMEN,  WOMEN SUPPORTING FAMILIES,  WOMEN SUPPORTING COMMUNITIES,  WOMEN MUST LEAD AMERICA FOWARD, SUPPORT UR FAVORITE WOMENS MOVEMENT. URL",0,test,"{
  ""text"": ""@Eedwardsellis @KikiAdine @TheDemocrats  CELEBRATE AS OLD WHITE MEN LOOSE THEIR POWER TO WOMEN.  WOMEN SUPPORTING WOMEN,  WOMEN SUPPORTING FAMILIES,  WOMEN SUPPORTING COMMUNITIES,  WOMEN MUST LEAD AMERICA FOWARD, SUPPORT UR FAVORITE WOMENS MOVEMENT. URL"",
  ""rationales"": [
    ""old white men""
  ],
  ""derogatory_language"": [
    ""white men""
  ],
  ""cuss_words"": []
}"
It makes my stomach hurt that all these bitches are hoes and really torment me,1,test,"{
  ""text"": ""It makes my stomach hurt that all these bitches are hoes and really torment me"",
  ""rationales"": [],
  ""derogatory_language"": [
    ""bitches"",
    ""hoes""
  ],
  ""cuss_words"": []
}"
Yo fuck these bald shriveled dick pieces of shit.,1,test,"{
  ""text"": ""Yo fuck these bald shriveled dick pieces of shit."",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": [
    ""fuck"",
    ""shit""
  ]
}"
Breakfast is served ! #gay #cum #MaQueue URL,0,test,"{
  ""text"": ""Breakfast is served ! #gay #cum #MaQueue URL"",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": [
    ""cum""
  ]
}"
Fucking pussio blocked me as soon as he see my bro was on shit fucking fag now come stamp my head in you fucking pussio😑 URL,0,test,"{
  ""text"": ""Fucking pussio blocked me as soon as he see my bro was on shit fucking fag now come stamp my head in you fucking pussio😑 URL"",
  ""rationales"": [],
  ""derogatory_language"": [
    ""pussio"",
    ""fag""
  ],
  ""cuss_words"": [
    ""Fucking""
  ]
}"
@wastedtime211 @CMG_eSports @_GGOLT And we take out borders because it's our jobs and we hate them too :),0,test,"{
  ""text"": ""@wastedtime211 @CMG_eSports @_GGOLT And we take out borders because it's our jobs and we hate them too :)"",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": []
}"
"""I have a dream that my four little children will one day live in a nation Where they will not be judged by the color of their skin but by the content of their charater."" MLK It's time everyone got on board. @SenGillibrand and @nytimes included.  URL",0,test,"{
  ""text"": ""I have a dream that my four little children will one day live in a nation Where they will not be judged by the color of their skin but by the content of their charater. MLK It's time everyone got on board. @SenGillibrand and @nytimes included.  URL"",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": []
}"
idk what it is but everytime i text people the laugh like they retarded 😂 😂,1,test,"{
  ""text"": ""idk what it is but everytime i text people the laugh like they retarded 😂 😂"",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": [
    ""retarded""
  ]
}"
Stop making dumb Dominicans famous,0,test,"{
  ""text"": ""Stop making dumb Dominicans famous"",
  ""rationales"": [],
  ""derogatory_language"": [
    ""dumb"",
    ""Dominicans""
  ],
  ""cuss_words"": []
}"
"Disgusting piece of pure racist white Trash, like all the rest.",1,test,"{
  ""text"": ""Disgusting piece of pure racist white Trash, like all the rest."",
  ""rationales"": [],
  ""derogatory_language"": [
    ""white Trash""
  ],
  ""cuss_words"": []
}"
"Well, men still trash",0,test,"{
  ""text"": ""Well, men still trash"",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": []
}"
Hot girl summer/fall/winter/spring bitch,0,test,"{
  ""text"": ""Hot girl summer/fall/winter/spring bitch"",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": [
    ""bitch""
  ]
}"
Bitches have 20 abortions and want they pussy ate🤮...Bitch who finna eat a cemetery 🤔 URL,1,test,"{
  ""text"": ""Bitches have 20 abortions and want they pussy ate🤮...Bitch who finna eat a cemetery 🤔 URL"",
  ""rationales"": [],
  ""derogatory_language"": [
    ""Bitches"",
    ""pussy"",
    ""Bitch""
  ],
  ""cuss_words"": [
    ""ate"",
    ""finna""
  ]
}"
What's next? Mandatory public stoning? What other ways can they dehumanize and abuse women to force them into doing what they want?  #Maddow,0,test,"{
  ""text"": ""What's next? Mandatory public stoning? What other ways can they dehumanize and abuse women to force them into doing what they want?  #Maddow"",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": []
}"
good little sluts suck their daddy's dick after he covers their face in his cum:) URL,1,test,"{
  ""text"": ""good little sluts suck their daddy's dick after he covers their face in his cum:) URL"",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": [
    ""sluts"",
    ""dick"",
    ""cum""
  ]
}"
y'all can stop clowning on masculine women. when those joggers come off there's a whole lot of ass waiting for you.,0,test,"{
  ""text"": ""y'all can stop clowning on masculine women. when those joggers come off there's a whole lot of ass waiting for you."",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": []
}"
I want to breed a brainless whore right about now URL,1,test,"{
  ""text"": ""I want to breed a brainless whore right about now URL"",
  ""rationales"": [],
  ""derogatory_language"": [
    ""brainless whore""
  ],
  ""cuss_words"": []
}"
"@KingOfSatya JK ppl are just like other indians. Deport who cant stay there, and abolish 35A and 370!!!! What about LoC and PoK??? Plan well",0,test,"{
  ""text"": ""@KingOfSatya JK ppl are just like other indians. Deport who cant stay there, and abolish 35A and 370!!!! What about LoC and PoK??? Plan well"",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": []
}"
The genocide of Christians is going on today in the Middle East. They will not stop until all infidels are eliminated.,1,test,"{
  ""text"": ""The genocide of Christians is going on today in the Middle East. They will not stop until all infidels are eliminated."",
  ""rationales"": [
    ""genocide of Christians"",
    ""infidels""
  ],
  ""derogatory_language"": [],
  ""cuss_words"": []
}"
a bitch thot lol,0,test,"{
  ""text"": ""a bitch thot lol"",
  ""rationales"": [],
  ""derogatory_language"": [
    ""bitch"",
    ""thot""
  ],
  ""cuss_words"": [
    ""bitch"",
    ""thot""
  ]
}"
"@Duane4PG @Smileyoufake96 I honestly don't know how parents can do that, if my kids ever told me that they were gay, lesbian, bi etc I wouldn't care love is love,, I love them no matter what 💖",0,test,"{
  ""text"": ""@Duane4PG @Smileyoufake96 I honestly don't know how parents can do that, if my kids ever told me that they were gay, lesbian, bi etc I wouldn't care love is love,, I love them no matter what 💖"",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": []
}"
LEAVE THE COUNTRY. Jesus we don't need people like you here 😭😭😭,0,test,"{
  ""text"": ""LEAVE THE COUNTRY. Jesus we don't need people like you here 😭😭😭"",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": [
    ""Jesus""
  ]
}"
Good girl suck mommas big dick!!! Take it all the way down and gag on my fat cock!! Make sure you use plenty of spit because you're ass is next and the only lube you're getting is your spit! Who wants momma to throat fuck them?! URL,0,test,"{
  ""text"": ""Good girl suck mommas big dick!!! Take it all the way down and gag on my fat cock!! Make sure you use plenty of spit because you're ass is next and the only lube you're getting is your spit! Who wants momma to throat fuck them?! URL"",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": [
    ""suck"",
    ""dick"",
    ""cock"",
    ""ass"",
    ""fuck""
  ]
}"
i hate bitches that have 1 job and dont know wtf they doin,0,test,"{
  ""text"": ""i hate bitches that have 1 job and dont know wtf they doin"",
  ""rationales"": [],
  ""derogatory_language"": [
    ""bitches""
  ],
  ""cuss_words"": [
    ""wtf""
  ]
}"
>A black man throws a 5 year old off a 3 story mall balcony >Doesn't trend >The media claims the boy plunged >Man gets 19 years The boy will be permanently damaged the rest of his life as this animal will roam free in probably 10 years. At least black unemployment is low 🙄,1,test,"{
  ""text"": ""A black man throws a 5 year old off a 3 story mall balcony Doesn't trend The media claims the boy plunged Man gets 19 years The boy will be permanently damaged the rest of his life as this animal will roam free in probably 10 years. At least black unemployment is low 🙄"",
  ""rationales"": [
    ""black man"",
    ""boy"",
    ""animal""
  ],
  ""derogatory_language"": [
    ""black""
  ],
  ""cuss_words"": []
}"
Alright my fellow heterosexual men! We have literally been given a God damn handbook! No more excuses! Let's leave know female partner dissatisfied ever again! No more excuses! #orgasms4All,0,test,"{
  ""text"": ""Alright my fellow heterosexual men! We have literally been given a God damn handbook! No more excuses! Let's leave know female partner dissatisfied ever again! No more excuses! #orgasms4All"",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": [
    ""God damn""
  ]
}"
happy eid al adha to out muslim brothers and sisters ❤ ️,0,test,"{
  ""text"": ""happy eid al adha to out muslim brothers and sisters ❤ ️"",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": []
}"
"#EachOneDonateOne  @derasachasauda  @Gurmeetramrahim  The dera volunteers have been able to help poor by building their houses,provide them medical help s assisting in marriages of poor girls; URL",0,test,"{
  ""text"": ""#EachOneDonateOne  @derasachasauda  @Gurmeetramrahim  The dera volunteers have been able to help poor by building their houses,provide them medical help s assisting in marriages of poor girls; URL"",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": []
}"
#retweet if this should be your cock URL,0,test,"{
  ""text"": ""#retweet if this should be your cock URL"",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": [
    ""cock""
  ]
}"
as a fresh gay i'm looking forward to pride as a party and celebration where i can be myself without fear as an angry gay i'm looking forward to pride being an actually inclusive political protest so our shit world can get better it can be both and that's pretty rad,0,test,"{
  ""text"": ""as a fresh gay i'm looking forward to pride as a party and celebration where i can be myself without fear as an angry gay i'm looking forward to pride being an actually inclusive political protest so our shit world can get better it can be both and that's pretty rad"",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": []
}"
Please join us in a one-minute prayer for those with autism. URL URL,0,test,"{
  ""text"": ""Please join us in a one-minute prayer for those with autism. URL URL"",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": []
}"
@liyahisgay @brad_terrace How many blacks were lynched and how many whites were lynched?,0,test,"{
  ""text"": ""@liyahisgay @brad_terrace How many blacks were lynched and how many whites were lynched?"",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": []
}"
Suck that fuckin' black dick bitch! URL,1,test,"{
  ""text"": ""Suck that fuckin' black dick bitch! URL"",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": [
    ""fuckin'""
  ]
}"
i fuck with myself heavy can not trust no hoe,1,test,"{
  ""text"": ""i fuck with myself heavy can not trust no hoe"",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": [
    ""fuck"",
    ""hoe""
  ]
}"
Treat ya daughter like a queen so she won't settle for less from these niggers,1,test,"{
  ""text"": ""Treat ya daughter like a queen so she won't settle for less from these niggers"",
  ""rationales"": [],
  ""derogatory_language"": [
    ""niggers""
  ],
  ""cuss_words"": []
}"
it's pride month so i want to remind y'all that these hands are bisexual and you and yours mans can catch them,0,test,"{
  ""text"": ""it's pride month so i want to remind y'all that these hands are bisexual and you and yours mans can catch them"",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": []
}"
"Hey @mPinoe just FYI no one care you hate America and no one cares you're gay. It's 2019, @TheEllenShow stole your thunder back in 1995! Get over yourself URL",0,test,"{
  ""text"": ""Hey @mPinoe just FYI no one care you hate America and no one cares you're gay. It's 2019, @TheEllenShow stole your thunder back in 1995! Get over yourself URL"",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": []
}"
<user> <user> go one better and let it out free charge to some middle eastern refugees,0,test,"{
  ""text"": ""<user> <user> go one better and let it out free charge to some middle eastern refugees"",
  ""rationales"": [
    ""middle eastern refugees""
  ],
  ""derogatory_language"": [],
  ""cuss_words"": []
}"
Fuck That Hoe Cause She A NatNat,1,test,"{
  ""text"": ""Fuck That Hoe Cause She A NatNat"",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": [
    ""Fuck"",
    ""Hoe"",
    ""NatNat""
  ]
}"
"Oh, and Greitens' spokescritter jokes about rape. Because they aren't really Christians. They are all just misogynists. URL",0,test,"{
  ""text"": ""Oh, and Greitens' spokescritter jokes about rape. Because they aren't really Christians. They are all just misogynists. URL"",
  ""rationales"": [],
  ""derogatory_language"": [
    ""misogynists""
  ],
  ""cuss_words"": []
}"
"@juliascorupco My face when she got up & she wasn't black. All you hear is nigga nigga nigga, they get up and all we see is two vanilla moon pies 🥴😂 URL",0,test,"{
  ""text"": ""@juliascorupco My face when she got up & she wasn't black. All you hear is nigga nigga nigga, they get up and all we see is two vanilla moon pies 🥴😂 URL"",
  ""rationales"": [],
  ""derogatory_language"": [
    ""nigga"",
    ""vanilla moon pies""
  ],
  ""cuss_words"": []
}"
Lover lesbian. now !,0,test,"{
  ""text"": ""Lover lesbian. now !"",
  ""rationales"": [],
  ""derogatory_language"": [
    ""lesbian""
  ],
  ""cuss_words"": [
    ""lover""
  ]
}"
"also a Big reminder to support EVERYONE in the lgbtq+ spectrum!!!! not just this month, but every single day of the year. we all deserve to feel equally validated and loved #PrideMonth2019 URL",0,test,"{
  ""text"": ""also a Big reminder to support EVERYONE in the lgbtq+ spectrum!!!! not just this month, but every single day of the year. we all deserve to feel equally validated and loved #PrideMonth2019 URL"",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": []
}"
"@Girlguiding @MsHelenWatts @girlguides We thank Katie and stand in solidarity with her challenging  @Girlguiding undermining safeguarding. Please support Katie here, this is a landmark case for freedom of belief, women's rights and the safeguarding of children. URL",0,test,"{
  ""text"": ""@Girlguiding @MsHelenWatts @girlguides We thank Katie and stand in solidarity with her challenging  @Girlguiding undermining safeguarding. Please support Katie here, this is a landmark case for freedom of belief, women's rights and the safeguarding of children. URL"",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": []
}"
someone tell non-black hoes to please stop wearing black forces,0,test,"{
  ""text"": ""someone tell non-black hoes to please stop wearing black forces"",
  ""rationales"": [],
  ""derogatory_language"": [
    ""non-black hoes""
  ],
  ""cuss_words"": []
}"
@stu_smallwood Japan has no elites. They are bunch of wankers whose mind still remain at pre 1945.,0,test,"{
  ""text"": ""@stu_smallwood Japan has no elites. They are bunch of wankers whose mind still remain at pre 1945."",
  ""rationales"": [],
  ""derogatory_language"": [
    ""wankers""
  ],
  ""cuss_words"": []
}"
"i hate the females in this generation , seriously.",1,test,"{
  ""text"": ""i hate the females in this generation , seriously."",
  ""rationales"": [],
  ""derogatory_language"": [
    ""females""
  ],
  ""cuss_words"": []
}"
"Men and boys are essential to supporting women and girls in breaking the silence on menstrual hygiene management.  #ItsTimeToTakeAction, together!  #MHDay2019 #VunjaUkimya URL",0,test,"{
  ""text"": ""Men and boys are essential to supporting women and girls in breaking the silence on menstrual hygiene management.  #ItsTimeToTakeAction, together!  #MHDay2019 #VunjaUkimya URL"",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": []
}"
"The ""Prophethood"" in Islam is an institution started with the Firts Prophet of Allah Adam & ended with His last Messenger Prophet Muhammad, thus the Finality of Prophethood is the essential part of Islamic Faith. The Muslim Ummah rejected all the false prophets with firm faith. URL",0,test,"{
  ""text"": ""The \""Prophethood\"" in Islam is an institution started with the Firts Prophet of Allah Adam & ended with His last Messenger Prophet Muhammad, thus the Finality of Prophethood is the essential part of Islamic Faith. The Muslim Ummah rejected all the false prophets with firm faith. URL"",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": []
}"
They have to destroy the Koran the Bible and nature that preaches homo's are an abomination punishable by death,0,test,"{
  ""text"": ""They have to destroy the Koran the Bible and nature that preaches homo's are an abomination punishable by death"",
  ""rationales"": [],
  ""derogatory_language"": [
    ""homo's""
  ],
  ""cuss_words"": []
}"
@DestinHall Perhaps men should be required to have vasectomies. Then then we wouldn't need abortions.,0,test,"{
  ""text"": ""@DestinHall Perhaps men should be required to have vasectomies. Then then we wouldn't need abortions."",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": []
}"
jojo's bizarre adventure isn't boring ur just homophobic,0,test,"{
  ""text"": ""jojo's bizarre adventure isn't boring ur just homophobic"",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": []
}"
yall got stop fucking for a bag bitch go work fuck i hate hoes who got dick pull for money,0,test,"{
  ""text"": ""yall got stop fucking for a bag bitch go work fuck i hate hoes who got dick pull for money"",
  ""rationales"": [],
  ""derogatory_language"": [
    ""bitch"",
    ""hoes""
  ],
  ""cuss_words"": [
    ""fucking"",
    ""fuck""
  ]
}"
tired of fucking with these lame niggas I just need a thug,0,test,"{
  ""text"": ""tired of fucking with these lame niggas I just need a thug"",
  ""rationales"": [],
  ""derogatory_language"": [
    ""lame niggas""
  ],
  ""cuss_words"": [
    ""fucking""
  ]
}"
"SHOCKER: Man beats women in NCAA hurdling championship. ""CeCe Telfer, Franklin Pierce transgender hurdler, wins NCAA women's national championship"" - URL - @washtimes",0,test,"{
  ""text"": ""SHOCKER: Man beats women in NCAA hurdling championship. \""CeCe Telfer, Franklin Pierce transgender hurdler, wins NCAA women's national championship\"" - URL - @washtimes"",
  ""rationales"": [
    ""man beats women"",
    ""transgender hurdler""
  ],
  ""derogatory_language"": [
    ""man""
  ],
  ""cuss_words"": []
}"
if we ever fucking with the same nigga don't ever bring me up to that nigga cus when im with him you the last bitch on my mind..,0,test,"{
  ""text"": ""if we ever fucking with the same nigga don't ever bring me up to that nigga cus when im with him you the last bitch on my mind.."",
  ""rationales"": [],
  ""derogatory_language"": [
    ""nigga"",
    ""bitch""
  ],
  ""cuss_words"": [
    ""fucking""
  ]
}"
@HannahLalgie As a person who is 4% African i do not think it was racist at all. Diamond and Silk summed it up best URL,0,test,"{
  ""text"": ""@HannahLalgie As a person who is 4% African i do not think it was racist at all. Diamond and Silk summed it up best URL"",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": []
}"
Fuck her right in the pussy ‼️ URL,0,test,"{
  ""text"": ""Fuck her right in the pussy ‼️ URL"",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": [
    ""fuck""
  ]
}"
This bitch make me tf sick,0,test,"{
  ""text"": ""This bitch make me tf sick"",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": [
    ""bitch"",
    ""tf""
  ]
}"
