text,label,exp_split
They need to be put out of America and sent back to there own bloody country. They call there self the squad. They need to be put out in front of a firing squad.,1,test
straight or not we deserve to be loved & respect.,0,test
This is for rachel you big fat white nasty smelling fat bitch why you took me off the mfucking schedule wit yo triflin dirty white racist ass you big fat bitch oompa loompa body ass bitch I'm comin up there and ima beat the fuck out of you bitch and don't even call the police,1,test
had a grown freak bitch we use to slut that bitch out 🤐,1,test
@matthewkeigans1 good cry cause ur bitch ass won't be shit ever,0,test
These regional ministers...this is why our church is what it is. Thank you for abiding faithfully with us. #Abide2019,0,test
I kant even vouch for these niggas they aint solid,0,test
Border security matters. Not everyone sneaking across is a migrant worker. Seems a lot of folks forget this. URL,0,test
Girls try to tell you why they're upset and you fools tell them they're just tryna start an argument... lmao and you wonder why they keep shit bottled up. Get ur shit together fellas.,0,test
"@AntonioSlamsci @eponawest Wait, Eliot roger *leftists?* we have incels and mgotw infesting the community?",0,test
"@areajulid oMg lOoK aT thOsE tHiRsTy gUrL, iM sO nOt liKe oThER giRls",0,test
"I gotta stop being so nice to niggas, they be thinking I want them 🥴",0,test
"There should be an excel sheet for journalists that have Hindu names but follow Islam and Christianity so that every time they write something, instead of outrage we can just put it in garbage bin.",0,test
What's wrong w these niggas,0,test
@JakeLouvier @AaronScott3113 if u aint a christian ima stab u in the face,0,test
"ISIS commits genocide, drowns people in cages, crucifies people, beheads people, sells women and girls into sex slavery, rapes women on a massive scale, and plans and encourages terroris attacks: Prime Minister, Trudeau, thinks our nation is guilty of genocide, and ISIS isn't. URL",0,test
bitch ur white.,0,test
"tbh fuck every single straight girl who's ever tensed up or felt ""unsafe"" after a gay girl built up the courage to come out to them. youre fucking ugly and i hope youre having a horrible day",0,test
@consolationlife @AustinWilde @onlykuper And homophobic just like straight people,0,test
"June is #PrideMonth, so join us as we celebrate all the wonderful #queer diversity found throughout the natural world. #Pride #LGBT 🌈 URL",0,test
"Mother fuckers stole a whole country. raped and pillaged. fed their babies with milk- from whom they raped and pillaged...and got NERVE to tell somebody to ""go back where they came from""...",0,test
"Please correct other believers, it may hurt but it might help them save their soul.❤️ Ofc pray first and let the Holy Spirit speak for you. URL",0,test
these country mfs never start on time land of the free home of the niggers,1,test
FUCK ALL MUSLIMS I MUZZELED YALLS ASS ALONG TIME AGO.,1,test
I got a special place in my heart for a country nigga for some reason.,0,test
Go talk lame shit to a lame bitch,0,test
I'll block all these dumb ass bitches in the Nevada brothels. Legalization sucks!!!!!!,0,test
pls go back to inviting white ppl to the cookout. I'd rather have that then passes given out for the n word... URL,0,test
"@thehill Bullshit take. How is Trump going after minorities, Brown people, black people exactly? He talked about some individuals, who mind you have been talking shit about him for quite sometime. Because they are a different color, he is not allowed to respond? Typical NPC.",0,test
@PritishNandy @ArvindKejriwal Little stunned !!! What mistake men's have done ?? Is it a burden being male ?,0,test
Madam @BDUTT like part time politician your career is also over. Stop writing and enjoy the money stashed by your anti hindu campaign during KHANgress raj. Heard you are donating everything you own for welfare of #Rohingya,0,test
"I... HATE vagina feminism. Take your dumb sign saying ""ovaries before broveries"" and throw it in a big garbage fire of hell",1,test
@llerameilla Lmao she look like a rude ass bitch that would do that 😭😭😭,0,test
Deport them All.,1,test
quick foursome fook to get the old cock going #shemale #tranny #ladyboy #foursome URL,0,test
@Michael31776226 Very good girl 👏🏽 I imagine all their cum leaks from your cunt when fucked to the bed often soaking the sheets 💦,0,test
<user> <user> living on the blood and sweat of illegal and exploited immigrants is not something to be proud of,0,test
fuck every last one of you bitch ass niggas,0,test
"Allons-y! @TobyCampion's ""When the Stranger Called Me a Faggot"" is the unrestrained punch that queer folx are almost always forced to restrain. It contains multitudes- of tautly-bound rage, need, desire, and terror. Always, those last lines scissor me open on a supercharge. URL",0,test
all these niggas look retarded. URL,1,test
@SlaughterMemes Or be a disobient Muslim like me and fleshlight that shit,0,test
Ugly lonely women always have the most to say about men...... Like how tf would you know? You don't got nobody.,0,test
<user> how many caucasians are infected with the virus,0,test
I don't fuck with bitches ! URL,0,test
@DisneyStudios Westerners need to take of their animated glasses and see Mulan for what it really is. It's a Chinese war legend so there's no room for people breaking into songs and comic relief characters in this realistic retelling.,0,test
@albysuperstar17 @matthewbert92 @pap1pap Sei informato male,0,test
"If I don't end up with an Edo woman, problem go dey oh",0,test
I don't think men understand that women will burn this country to the ground if they keep going on this path,0,test
@RocketRich30 Let me guess. You asked your God and he said don't vaccinate your children. URL,0,test
"@AOC 8+ years of bombing of Iraq based purely on lies, American imperialists and thugs are now planning to bomb Iran to kill tens of thousands of people. America is fcking vile and sick.",0,test
i hate that most guys have more ass than girls but get mad when we grab it URL,0,test
I can't date a nigga that still throwing up the lil universal 🤟🏾 sign in every pic... like bruh no.,0,test
"#SouthAfrica #SouthAfricaBurning #African infidels at their best behavior.. ""Burn the beloved Country"" Destabilisation = #Terrorists attacks #MondayMotivation #",0,test
"""Don't have sex if you don't wanna get pregnant then"". If men are allowed to enjoy sex why can't women???",0,test
"If you're wondering why immigrants are still able to get jobs without papers, it's because it's about WORK ETHIC AND DEDICATION. Don't piss on immigrants for ""stealing your jobs."" Maybe you should work harder? 🤷🏻‍♀️",0,test
"Always late to the party but ""Yeah, me gay too"", my pronouns are she/her (cis) and I'm a big ol' lumberjack lesbian. I've been in the con crowd for over a decade and cosplaying for a few years now. I love to make props and cosplay white haired or dead ladies. #LGBTcosplay URL",0,test
<user> how many of the top ten muslim countries population are on the terrorist ban,1,test
The fact that you claiming people who wear turbans are terriosts say alot 🤦🏾‍♂️ white people wouldve been more suitable,0,test
African mothers throw away their happiness because they've always been taught to just tolerate the husband. African mothers hold down the household more than the fathers but don't get the recognition they truly deserve. URL,0,test
"@Miss_sammy_p As I said in my earlier reply 'it isn't usually that violently done' and am not tarring anyone of the greek orthodox faith,my whole family are greek i simply stating how stuck in its ways the church is",0,test
What a sick individual They should rape this guy Prison,0,test
"fuck a body count, you fuck white bitches?",1,test
"Via the HRC: Maine Gov. Janet Mills Signs Legislation Protecting LGBTQ Youth from ""Conversion Therapy"" URL",0,test
"@BettyWBC So fuck ya, and the fags nobody cares . Its just people you never took time with. Got a neighborhood of fag haters. And a fag house looking at ya",1,test
"make your female character imperfect! let her say ugly things, let her be wrong, let her be a hypocrite! let your female character be broad shouldered, or have a strong profile! ignore what people say about feminine purity and let women have the nuance and humanity men are given!",0,test
Wanna play with a beta cuck and drain every penny 🥰 i challenge you 🤑   $end it Bitch!  Surrender to your highness 🤷🏽‍♀️ #findom #paypig #humanatm #moneyslave #cashcow #agfe #asiandomme #brattydomme URL,1,test
"Bangladesh Awami League wishes everyone around the world a very happy, blessed and prosperous #EidulFitr #EidMubarak URL",0,test
Why are bitches going to grocery stores in they bra and panties terrorizing the customers???,1,test
"Oh thank god, finally when I hit 30 maybe men will leave me the fuck alone 🙄",0,test
Tweet #7162222221733345429024 I wanted to say fuck an Oreo and love me all day. I just did half way and realized. Rap is gay but sorry for party Rapunzel. I fuck the most black girls The @NFL forbids rebroacasts of this telecast IBG vs the cool worlds is a Japanese trademark,0,test
@raulm_27 You one of THOSE niggas 😩,0,test
"Stealing is Haram Prostitution is Haram  Being a gigolo is Haram Getting married while pregnant is Haram  Maltreatment of orphans is Haram  Eating up the properties of orphans is Haram  3,7,40 days fidau prayers are Haram  Condolence gathering too is Haram",0,test
"I'm bisexual. That doesn't mean I'm confused and that doesn't mean I'm easy. I mean, I'm both of those things, but my being bisexual has nothing to do with it.",0,test
on god i will suck your dick URL,0,test
I'm getting extremely sick & tired of watching men beating women! Whether it's Sharia or just worthless a$$ cowardly punks like these. You don't hit women! At some point this is going to have a violent outcome & rebellion by women. That day can't come soon enough! PACK A WEAPON! URL,0,test
"Mr Paal Bjornestad, Deputy Head of Mission : Embassy to Norway says Norway has been involved in this workshop for number of years to equip and empower women and it is ready to assist South Africa in this Validation. #DIRCOWomenPeaceandSecurity",0,test
How privilege is our people in Soweto vele? This is boring now. Yet they want electricity,0,test
nala is being a little hoe at the vet smh lol,1,test
Lmfao uglass nigga look like the nigga Santa Claus from Friday after next URL,0,test
"@amandadonnell14 Works for me. Just one thing: Move the United Nations to Tehran. Ban the Cult of Piss worldwide. It is not a religion, but a predatory paramilitary gang bent on destroying YOUR and MY freedom. Fu(k 'em and their fruiter prophet.",1,test
these nasty crazy dumb lying white sluts have obviously fucked up my mother and sisters mind with their drugs and lies,1,test
these bitches need to go home,0,test
"""how are you possibly bi if you're dating a guy??"" shut the fuck up kyle before i tongue punch a hole through your bitch's uterus",0,test
Gross. Crawl back into you tree hollow white woman.,0,test
@LadySupremeWife Yeah they know some of the black female engineers at work was like why you didn't date a black women i'm like y'all don't want us so i move on a she was like not in the U.K. maybe hear in the states but you could had holla i'm like okay she said your baby is so pretty,0,test
"@DominicRaab ISLAM wants World Domination! If they take Israel, it will be OUR Countries next!!..They're NOT just out to destroy the Jews, they want to destroy all non Muslims!!..Wake up World NOW!..UNITE and ( legally ) ban this sneaky, vile Ideology ( ISLAM ) from all OUR Countries NOW! URL",0,test
jesus was not white. israel is not a real country. religion is nonsense. climate change is real and we have to do our part to minimize it. overthrow the bourgeoisie. stop measuring potential with money,0,test
@StarDanielle @2020MNCongress Good news hopefully you send her packing back to Somalia with that hideous un American thing on her head !,1,test
keep lettin them white chewbacca feminist hoes buck yall up,1,test
This is rape! Females like this deserved to be chopped up and dumped in the water. I hate seeing shit like this on my timeline but it really opens my eyes to how fucked up the world we live in is. That poor baby URL,0,test
"@countryyant ""This bitch talking all white and shit, you smart now""?",0,test
"@PatchNavillus @AnthonyBLSmith sophie turner does a (very funny) ""and that's the tea"" bit on her instagram that is popular w/ the straights... lord help us!",0,test
What if we told Mexico that we were going to have to expand our borders 100 mile across the boarder to accommodate the people coming over yeah I think that's what we need to do move boarder wall100 miles into Mexico lands or we could break Mexico into a couple more states,0,test
Women think about it too URL,0,test
"Religion is a choice. Muslims scream for tolerance but are never tolerant to the cultures that they come into. Nobody is born with a faith, it's a choice that's made, so is eating somewhere else URL",0,test
<user> what in the white devil,1,test
new bitch season,1,test
Niggas call you pussy when you focused nd avoiding shit,0,test
"This nigga said .. "" Throw a pad at me & call me a CRAMP because I'm not playing with you hoes PERIOD "" 😂😂😂",0,test
"@threelisabeth is this what they mean when they warn you about women who'll ""take the shirt off your back""",0,test
"Pakistanis must know that another wave of terror has been launched by the enemies through PTM/TTP/ISIS.. If you attack Pakistan army by any means, then be ready to be slaughtered like this by the Indians, Israelis, Khawarij and the Americans.. Watch this closely & then decide. URL",0,test
I think this is the time of year companies use PRIDE aesthetics to appear inclusive but don't hire LGBTQ+ identifies persons. Fascinating!!,0,test
@justjesstings @NYScanner Address what! The existence of Jews? And how do you want to address them?,0,test
This Islamic plague has to be eradicated ! URL,1,test
"*UK protesters* ""I frankly think Trump's a terrible human being"" *sips tea* ""What he said about Muslim immigrants is horrifying and absolutely unforgi— *gets stabbed*",0,test
"keanu reeves has worked with 13 female directors, more than any of yall's white boys of the month so stan my precious baby URL",0,test
"Rape! Murder! National outrage!  Oops sorry, no Muslims involved. Not a story. Next. URL",0,test
"""We won't be silent when 1 of 3 women experience violence at work. We support the adoption of an @ilo Convention and Recommendation to end violence and harassment in the world of work, at the June 2019 International Labour Conference. #ILO100 #AllWomenWork #STOPGBVatWork URL",0,test
All Of These Repugnant Muslim Paedophile Rapists Share These Things In Common. Everyone Of Their Victims Was A British White Underaged Girl That They Raped. Not One Of Their Victims Was Muslim. URL,1,test
you niggers are trash,1,test
@AnnCoulter Nasty ass lady. Your family were immigrants at one time too! You act as though you're somehow better than others.,0,test
it's pride month so here's some female and non-binary lgbtq+ artists you're maybe not listening to but absolutely should,0,test
"Never ask your gay friends to hide their identity around people, that's fucking disrespectful. We worked hard to build the courage to come out the closet, we shouldn't have to go back in it just to make your homophobic parents comfortable.",0,test
"The Catholic church was for many decades especially harmful for children, in Ireland and the U.S., and plenty of other places that we've yet to learn about. Your lack of self awareness, and surplus of arrogance, is disgusting. So please fuck right off with this kind of bullshit. URL",0,test
1st saw him n an inet cafe & I've been fantasizing bout him evr since 😋 took much of an effort to get him to ths point best part s I get to fuck him. my 1st evr straight dude conquest  fantasies sumtimes do cum true 😁 #alter #alterph #altercebu #cebualter #alterdumaguete URL,0,test
Lil bitch got that dick rearranging her guts URL,1,test
men and their disgusting hands should just be cut off.,1,test
<user> an asshole immigrant from tajikistan now determine afghans fate impossible iran puppet piece of shit,1,test
@kennybeats White republican beat,0,test
@IDF Threat? By people who never had as much as a tank? Shameless lies by @IDF terrorists want to spill more Palestinian blood.,0,test
"@Beg1Girl @searchforbreezy @realDonaldTrump That's the last place @IlhanMN should be, keep the Muslims away from our military!! So disgusting!",0,test
@_SJPeace_ This shit needs to fucking stop!!!! I'm sick of these racist pigs doing this and getting a slap on the wrist. Every single one these monsters needs to be snapped out of existence. The world would be better without them.,0,test
@beckiesunited @sleepisaightig1 @PURPLEBECK1 @lilminmeowmeow @lana28245349 and we ain't be prejudiced that girlie is racist and has no place being in the kpop industry when she's 100% white,0,test
@dbongino @SebGorka She should be deported for immigration fraud,0,test
@MonserratEnri15 @AriTheDon @gherbo Girl are you white calling someone ghetto???Sit the fuck down and go over to tmz or hollywire or something before you get violated with your wannabe down ass.The nerve of you.,0,test
Do you think she went to all the trouble of surgery and recovery just to turn on a white boi? 😂😂 She did it for the chocolate 🍫🤴🏿 URL,0,test
@DAYSTRUCTlON It's because she's white and the people who are casuals saw a made up version created by CBS. They should have exposed them like bb15. If they cast white people they need to do a better job screening them. That shit isnt disgusting and shouldnt be accepted.,0,test
"Bitches mad my pussy or feminine charm or whatever you all it gets my tuition paid and me taken on trips while hers only gets her bags. Have fun paying that student loan debt back beloved 😢 and I'm not ""tweeting for back up"" I just want people to see your ignorance",0,test
"""This is not a pipeline issue. If is failure of imagination in a field whose job it is to imagine the way the world could be."" Rachel Chavkin, Tony award winning director of Hadestown, telling truths about need for gender and racial diversity in the theatre world. URL",0,test
"How to mentor women, while being male: 1) Treat them like a human being. Thank you for attending my apparently desperately-needed TED talk. URL",0,test
"Dear Kashmiris, dont pickup violence ok. Let this not be the reason for more violence and bloodshed. What you can do is instead shame Indian Govt in front of the world. Indian Government has till ystd had some moral standing in the Kashmir issue but today they are writing it off.",0,test
fw my new snap @ zionbell6. my other one got hacked. retweet to help a nigga out.,0,test
YALL DO NOT LET THESE BITCH ASS NIGGAS MAKE U FEEL LIKE SHIT CAUSE THEY AINT SHIT 💀💀💀💀,1,test
Heh at least those fat tits of yours are good for something! Now turn over I wanna use your ass in the same way! URL,1,test
Had to cut that nigga off he was to average 🤭,0,test
Some bitches be pretty asf with a lot of insecurities talking bout you only fuck with bad bitches stop lyyyyyingggggg instead that girl be looking sick when a bad bitch next to her seen it n real life 😫😂💅🏽,0,test
9) uhhhh i like being lgbt a lot. i feel proud of what i have done to help others in my community,0,test
@sageelani I think there r enough donkeys to sell in Pakistan to China. I don't think China likes to buy Old Donkeys like u. So chill Dumb F*CK.,0,test
ew faggots no offense no more necessary i might run a cuck nigger im black man forgot rob to be seen machine girl watch,1,test
@theoretictyler What does being a lesbian have to do with that? 😂,0,test
@SenGillibrand Democrat white hate is a national emergency.,0,test
@Kween_Lillie @MattAlles2 @prageru Jump thrust your ass and hang yourself. You hate God ? U are really pathetic.,1,test
"Obviously the nigga, women aren't sexual objects they can say no even if they've fucked you before",0,test
Amateur Little Tits Big Cocks DVP MMF Threesome   #سالب_الكويت #سالب_السعودية  nude snapme URL a20osi,0,test
i got ya bitch eating dick i make her swallow the cum,1,test
"Powerful women control you, it's so easy #FemaleSupremacy #Femdom #FemPower #FemaleDomination #HerInCharge #TheFutureIsFemale URL",0,test
"Yes, I'm bi. This was a conclusion I arrived at fairly early in my coming out, but the biphobe who helped me come out (because he wanted to date me) had me convinced I was fully gay. Learned that lesson in a miserable way - never let anybody else decide your identity for you.",0,test
@ZenAndHopscotch Deluded crazy racist hypocritical white bitch. By her own religions standards she will burn in hell,0,test
<user> <user> illegal immigrants do t get funding whites get illegal funding but you can ’ t see that fact,1,test
"""Your species endangered? Mow down enough infurdels for me and you is definitely get 72 virgins, problem solved, insha'Allah"" URL",0,test
"@Josh_Lipson My sister traced one branch back and found it led to Richard I, who expelled the Jews from England and led a crusade, which is....darkly ironic, or something.",0,test
Fellas is it gay to save the earth?? Lotta dicks on earth,0,test
"@chic_savage @csinut1 #Shame #SHAMEFUL #Disgraceful God created male and female, that's it, anything else is from the #devil.",0,test
#ImranKhan has an overwhelming goodwill internationally. #Bangladesh's PM Hasina Wajid is known for her anti #Pakistan posture yet she actively engaged with IK at the #OICMakkahSummit. IK also had a positive meeting with Ashraf Ghani.Time for better relations with neighbours. URL,0,test
my neighbors prolly think this nigga name really Daddy 😂😂,0,test
you fags are so insufferable sometimes makes me want to convert to alt-rightism,1,test
"Thanks to India Today and @PoojaShali mam for the wonderful ground report of @ArvindKejriwal Govt's ""Free Public Transport for Women"" Scheme Women across Delhi are welcoming the step. URL",0,test
"Our youth movement stands with our Kashmiri sisters and brothers. We call for the promotion of peace, harmony and self-determination for the Kashmiri people, and unreservedly condemn Modi's actions.",0,test
i dont trust these hoes so i fuck myself,0,test
retards. My god are these people ducking retarded. Maybe your girl will lose interest in your fat dumbass cause these people are pieces of shit. I don't mistreat my girl and I don't even talk down on her.,1,test
@hgurdon Every group of people is entitled to a homeland. Those who attempt to deny them are the scourge for they will cause death and destruction.,0,test
some dykes be grown as hell dressing like they mom said they not allowed to get boy clothes 😂,1,test
"make your female character imperfect! let her say ugly things, let her be wrong, let her be a hypocrite! let your female character be broad shouldered, or have a strong profile! ignore what people say about feminine purity and let women have the nuance and humanity men are given!",0,test
This is genuinely scary. America is nothing but a white Christian extremist country.,1,test
"I hate niggas that always talk about all the bitches ""they got."" Nigga no one ever sees these bitches you speak on, nor do we care fucking goofy ass lame. 😂😂🤣🤣",0,test
"The evil Alt-left/Liberals & Islamic cult have been brought together by the one overriding trait, they share a hatred for America & the UK; their belief that the U.S./UK are the very embodiment of evil on earth & consequently must be destroyed URL",0,test
and we never had no fun well they came down hard on the faggots and they came down hard on the street they came down harder on sam,0,test
"Commemorating the 10 year anniversary of the ""Urumqi Massacre"" which took place on the 5th of July 2009, #Uyghurs all over the world took to the streets in protest of the #Chinese government's oppression against the #Uyghur #Muslims. 👇 URL URL",0,test
@Mooglet1 @c3convertase @MasterMorgan317 @Crystal_belle lol im not sure in the current transgender climate that you guys qualify as female.. ;P,0,test
i don't think bitches understand how much that type of shit says about them n sum deep rooted ISSUES 😂 like oh so you hate yourself hate yourself URL,1,test
Women start off in the bottom position then go to the top position before you even put it in... 😒,0,test
"You can be a nigga back bone. You can stand by him while his dick in the damn dirt & etc. Help him get on his feet & more. & he will be out here doing you dirty. Girlllll, soon as you yellll or question the nigga about some foul he ready to leave 😩🤦🏾‍♀️ niggas are weak!!!",0,test
"@ThomasJTobin1 Sorry to tell you this but a persons feelings for another person exist , god doesn't 😀",0,test
evan peters LITERALLY invented white boy of the month like he is the ruler of all the skinny white boys who look they eat raw cigarettes for breakfast lunch and dinner URL,0,test
I don't know who need to hear this but God wont stop blessings people even though you hate them ✌,0,test
There are guys out there that don't treat women with respect? 🤮,0,test
I'm really beefing wit niggaz posting this scopa tu shit,0,test
white supremacists are openly hunting nonwhites and you can fuck all the way off if you don't see how this is related to donald trump,0,test
#SizeQueens @TerraMizu #WhitneyMorgan & #VanyaVixen #Humiliate Your Small Penis! #POV #Femdom #SPH #Loser @iWantClips URL URL,1,test
"Happy pride month! Protect trans kids, bisexuals aren't confused, and asexuals and aromantics are valid! URL",0,test
"@QuestionLGBTedu none of ya business about what lgbtq people do, straight person. URL",0,test
".@wangnanfu, director of @OneChildNation, tells @hari about her family's personal history with the one-child policy in China. URL",0,test
@Anon1KENYA Depending on who elected them or legitimacy issues that may require prayers for themselves NOT for citizens of Kenya. We pray for ourselves !!,0,test
"Your ancestors used assembly to conquer the moon. You steal Python libraries from Indian dudes to build bad, evil robots. YOU ARE GAY!",1,test
@GreatGameIndia You're telling the world that indians are foolish and fucking retard nation You guys are morons you cant understand that if we involved politics and defense forces in this game then it will be disaster for this game Don't destroy sports,1,test
"@IlhanMN If Hamas uses the moment to start yet another mass, indiscriminate bombing of Israeli cities with the purpose of randomly killing as many jews as possible - as it usually does - Israel might target Hamas leaders, although they tend to hide under hospitals etc.",0,test
"If you look at how potential white nationalist terrorists are radicalized online, it makes perfect sense. It's exactly what ISIS did. Get disaffected young people on the fringes of society to fill the void in their souls with hate and evil. Men are particularly susceptible.",0,test
Typical Abuja people,0,test
"This is so ugly. Ya'll really think anti-blackness is cute huh? ""Oh no, black man, run away, hold my purse!"" he was standing there, on the phone, minding his own FUCKING business. You should both me ashamed of yourselves @iGumdrop @JVNA  this should not fly on @Twitch . URL",0,test
I hate a my pussy to good bitch with a horrible personality Pussy don't make me stay around only clowns stick around 🤡💯,0,test
"@dawg_lb @Can2geterdone Build a wall from south cal all the way up to the Canada border. Keep your rats, disease, illegals, liberal psychos, hollyweird,etc inside your walls. Then maybe the San Andreas fault will do the rest",1,test
Ion fw these niggas or bitches they b faking🎭,1,test
"In that magic hour, I seen good Christians, make brash decisions. Oh she dooooo it. What happened to religion? Oh she loooooose it",0,test
"Happy Eid Mubarak from the #Jitaku Team, to all our esteemed Muslim clients, friends & family! #Jitaku  #EkoAtlantic  #LuxuryServicedApartments  #TravelLuxe #Everydayjoy  #EidMubarak  #HappyEid URL",0,test
"@BBGAfrica Whoever writing that article obviously never been to the USA. Who gon defend you when you gettin @Jack-ed? This is the USA, this a real carjacking nigga, ain't nobody tryna defend you while we jackin you, are they suicidal nigga? URL",1,test
@luckyzstar_ yes ma'am you can be whatever you want bc the women's rights movement already happened😂,0,test
I raped Adolf Hitler because it hugged my dad.,0,test
"""We cannot allow all of these people to invade our Country."" URL",0,test
are you cherry emoji twitter or are you bisexual,0,test
#BlissfulSunday .....🙏🙏 @Gurmeetramrahim Singh Ji Insan 🙏🙏. Today a huge gathering of followers from various states reached at @derasachasauda to attend the pious Naamcharcha. It was a peaceful gathering in which the followers prayed and meditated together. URL,0,test
The mascot of the upcoming 'straight pride parade' URL,0,test
@DarrellTotherow EW @ your toxic masculinity,0,test
get off your sad bitch shit and get on your bad bitch shit,0,test
I just wanna destroy your life bitch. It is really enjoyable to see you broke and weak 😂😈🐷 #findom #femdom #rinse #paypig #blackmail @rtfindo @RTL0SER @rtsubbby @RT_sissybows @RTFuck3r @docevilution @rt_feet @find0m @RtPromoking @tonybobo3 @RTfucker @WalletAtmPig @RTSlutt URL,1,test
It is some fine ass women's basketball players these days. Smh,0,test
"@realDonaldTrump so you do not love present day America. AS YOU SAY, LEAVE. GO BACK TO YOUR PLACE, HITLER'S ASS.",1,test
I fucking hate white men in politics I'm gonna cut off all their fucking dicks,1,test
@jason_murdoch Me drunk Nah Skipped the nuts and went for burger and chips So English,0,test
Great recruiting call for blood thirsty white supremacists to sow their oats for killing & violence in the acceptable designated areas of non-white countries URL,1,test
y'all niggas want a bitch to do what y'all say. get a pet bitch. the fuck.,0,test
@RobSmithJr So you think that Colin Kaepernick shouldn't call himself Black?,0,test
@MrAndyNgo @lissasno1fan @itsericathomas I'm glad he had the courage to go back and confront her....People are tired of the race BS....,0,test
"@SushmaSwaraj @narendramodi Rot in hell, mother of terror, may peace never come to you.  Burn her body and post videos you moron indian nation",1,test
Having a bbq would be so lit but feeding you niggers 💀,0,test
"It's so funny because the same girls that say ""fuck him he ain't shit"" are the same ones still hanging out with them haha you ain't sneaky 😂😂😂",0,test
Time to kill the paki terrorist pig 🐷 #HafizSaeed .,1,test
#lovejihad Something is terribly wrong with entire Hindu society. Time for serious introspection...! URL,0,test
@freetobe66 @michaelbeatty3 @1Romans58 @realDonaldTrump I Will Be Damned If My Federal Tax Dollars Will Be Used To Give Scum Sucking Illegals Free Health Insurance. They Should Be Terminated At The Border,1,test
Its national girlfriends day so stan clairo and stream immunity tomorrow URL,0,test
@TarekFatah WE ARE PROUD OF YOU SARFARAZ FOR STICKING TO OUR TRADITIONAL ATTIRE WHILE REPRESENTING US GLOBALLY MORE POWER TO YOU🙌🙌 #PakistanZindabad 🇵🇰❤️ URL,0,test
Bitchs stay running they mouth LMAO y'all look so stupid,1,test
Fuck a nigga & fuck a bitch,1,test
"@TheJusticeDept shameful that hamit hayag a dangerous terrorist's 24 year conviction was overturned by a useless, weak judge! This should never happen! Better close down these dangerous muslim org in America, and is there an isis training camp near Tx? keep Americans safe!",0,test
"Nigerian women are so bad in bed, Lesbians are cheating on each other with men. You hate to see it URL",0,test
The way writers have lesbians speak in code when they want to fuck is so cringe,0,test
@adex2491 @MtbHi @Variety @FloGymnastics No I was just wondering when you decided to come out as racist. And I wanted to reach out and see if you are looking into getting help to treat your problem. I know a couple places that can help you get on the right path to acceptance to all others.,0,test
@thinkbible1611 So you're saying that all gay people are child molesters? Where did you learn that?,0,test
Czech 🇨🇿 porn hunk @CharlieDeanPorn fucks @AryaStarkPorn wet pussy @21sextury ! URL,0,test
bitch i am really retarded 🤷 🏾 ‍ ♂️,0,test
Interesting number crunching by @gilkumar which to me suggests that Muslim political identity has never evolved in India. Politics of Secularism/Communalism disallows a Muslim candidate from creating a pan-Indian identity. URL,0,test
"@Nikkitatruth @thugsRbadMK @JamesGidcumb @DemocracyJourno Oh and the #Beaxit vote shows you to be wrong BTW. Most Britts want to conserve their heritage and would much rather send every Muslim back to the shit holes they so called ""escaped"" from. I look forward to your beheading woman. Better burka up now.",1,test
@1realogson Dead ass lame ass niggas man 🤣,1,test
WATCH: God Likes People Who Know How to 'Let Go' | United with Israel URL,0,test
Please! Support my national country and retweet my (and others people) post!  Polish citizens who belong to the LGBT+ community are not safe in their own country! #ARMYSloveLGBT isn't hashtag with only BTS's fandom but with others too and I hope you join #ENDviolence #LoveMyself URL,0,test
@kel_mae129 is such a kinky slut that she cant stop touching herself loving herself she has pierced nipples and pierced pussy check out URL URL,1,test
@TuckerCarlson There wasn't one thing that he said that was hateful or racist or untrue. She is ungrateful she does cry racism at every opportunity the microphone is in front of her mouth and quite frankly I don't think she should be in office cause she's not representing her district,0,test
"Alhamdulillah, @alimaancc completed their London to Paris cycle ride last night. May Allah accept their amazing efforts. Continue to support them by donating on their fundraising page: URL URL",0,test
i want to help you get your own plate but i'm not feeding you,0,test
"""If a Weidmann presidency creates enough doubt about whether the OMT programme will be activated in a crisis in Italy, interest rates on Italian debt may become too high for Italian debt to be sustainable."" URL",0,test
can someone slap this dumb hoe,1,test
Gotta be a different type of nigga to fuck with KRIT. This facts URL,0,test
"@BlindFury_5428 @Jackabug @Shelducks8 @glasgowpaddy @nicolacoughlan Personally, I happily supported the notion that transwomen are women & transmen are men. I believe in mutual tolerance & understanding. Politically can no longer do that. It all changed when recently males self iding as women moved to colonise our language & single sex spaces.",0,test
"@Quasica It's a part of our theology, but it goes largely unmentioned because there's not too much detail that's been received as official revelation and also for misogynistic reasons (long story). Imo Mormons should focus on it a lot more",0,test
2 alphas are waiting to be served by you pathetic faggots! #skypedrain #alphamale #cashmaster #cashpig #cashfag #scally #HumanATM #walletdrain URL,1,test
the redskins is trending is there us teams also called the niggers spics kikes bitches or faggots asking for a friend,1,test
Fuck her brains out URL,0,test
"so first the other bitch pistol whipped a hoe for fucking her nigga, now this bitch kidnapped this hoe for fucking her nigga... what in the fuck is in the water? women going nuts this year URL",1,test
every last one of you hoes 🚫 URL,0,test
why he can not get a hoe that work minus the crazy,1,test
This shows clearly how batshit crazy these 3rd wave feminists have become. They. Are. Crazy. URL,0,test
"Spending several hours with other Bi folx has been reassuring. To know that my experiences are shared, that my worries are the same as others. That I'm not alone.  We had so many different experiences of coming out & being out. Of growing up. Of relationships.",0,test
What about watersign faggots,0,test
